soilTemperature,volumetric water content,electrical conductivity,Salinity,Total Dissolved Solids,dielectric constant,timestamp,datetime
23.38,100,462,254,231,81.87,1685731665,2023-06-02 12:47:45
23.38,100,462,254,231,81.87,1685731668,2023-06-02 12:47:48
23.38,100,462,254,231,81.87,1685731671,2023-06-02 12:47:51
23.38,100,462,254,231,81.87,1685731674,2023-06-02 12:47:54
23.38,100,462,254,231,81.87,1685731677,2023-06-02 12:47:57
23.38,100,462,254,231,81.87,1685731680,2023-06-02 12:48:00
23.38,100,462,254,231,81.87,1685731683,2023-06-02 12:48:03
23.38,100,462,254,231,81.87,1685731686,2023-06-02 12:48:06
23.38,100,462,254,231,81.87,1685731689,2023-06-02 12:48:09
23.38,100,462,254,231,81.87,1685731692,2023-06-02 12:48:12
23.38,100,461,253,230,81.87,1685731695,2023-06-02 12:48:15
23.38,100,461,253,230,81.87,1685731698,2023-06-02 12:48:18
23.38,100,462,254,231,81.87,1685731701,2023-06-02 12:48:21
23.38,100,462,254,231,81.87,1685731704,2023-06-02 12:48:24
23.38,100,462,254,231,81.87,1685731707,2023-06-02 12:48:27
23.38,100,463,254,231,81.87,1685731710,2023-06-02 12:48:30
23.38,100,463,254,231,81.87,1685731713,2023-06-02 12:48:33
23.38,100,463,254,231,81.87,1685731716,2023-06-02 12:48:36
23.38,100,463,254,231,81.87,1685731719,2023-06-02 12:48:39
23.38,100,463,254,231,81.87,1685731722,2023-06-02 12:48:42
23.38,100,463,254,231,81.87,1685731725,2023-06-02 12:48:45
23.38,100,462,254,231,81.87,1685731728,2023-06-02 12:48:48
23.38,100,462,254,231,81.87,1685731731,2023-06-02 12:48:51
23.38,100,462,254,231,81.87,1685731734,2023-06-02 12:48:54
23.38,100,462,254,231,81.87,1685731737,2023-06-02 12:48:57
23.38,100,463,254,231,81.87,1685731740,2023-06-02 12:49:00
23.38,100,463,254,231,81.87,1685731743,2023-06-02 12:49:03
23.38,100,463,254,231,81.87,1685731746,2023-06-02 12:49:06
23.38,100,463,254,231,81.87,1685731749,2023-06-02 12:49:09
23.38,100,463,254,231,81.87,1685731752,2023-06-02 12:49:12
23.38,100,463,254,231,81.87,1685731755,2023-06-02 12:49:15
23.38,100,463,254,231,81.87,1685731758,2023-06-02 12:49:18
23.38,100,463,254,231,81.87,1685731761,2023-06-02 12:49:21
23.38,100,463,254,231,81.87,1685731764,2023-06-02 12:49:24
23.38,100,463,254,231,81.87,1685731767,2023-06-02 12:49:27
23.38,100,463,254,231,81.87,1685731770,2023-06-02 12:49:30
23.38,100,463,254,231,81.87,1685731773,2023-06-02 12:49:33
23.38,100,463,254,231,81.87,1685731776,2023-06-02 12:49:36
23.4,100,462,254,231,81.87,1685731779,2023-06-02 12:49:39
23.38,100,462,254,231,81.87,1685731782,2023-06-02 12:49:42
23.38,100,462,254,231,81.87,1685731785,2023-06-02 12:49:45
23.38,100,462,254,231,81.87,1685731788,2023-06-02 12:49:48
23.38,100,462,254,231,81.87,1685731791,2023-06-02 12:49:51
23.38,100,462,254,231,81.87,1685731794,2023-06-02 12:49:54
23.38,100,462,254,231,81.87,1685731797,2023-06-02 12:49:57
23.38,100,462,254,231,81.87,1685731800,2023-06-02 12:50:00
23.38,100,463,254,231,81.87,1685731803,2023-06-02 12:50:03
23.38,100,463,254,231,81.87,1685731806,2023-06-02 12:50:06
23.38,100,463,254,231,81.87,1685731809,2023-06-02 12:50:09
23.38,100,463,254,231,81.87,1685731812,2023-06-02 12:50:12
23.38,100,463,254,231,81.87,1685731815,2023-06-02 12:50:15
23.38,100,463,254,231,81.87,1685731818,2023-06-02 12:50:18
23.38,100,463,254,231,81.87,1685731821,2023-06-02 12:50:21
23.38,100,463,254,231,81.87,1685731824,2023-06-02 12:50:24
23.4,100,462,254,231,81.87,1685731827,2023-06-02 12:50:27
23.38,100,462,254,231,81.87,1685731831,2023-06-02 12:50:31
23.38,100,462,254,231,81.87,1685731834,2023-06-02 12:50:34
23.38,100,462,254,231,81.87,1685731837,2023-06-02 12:50:37
23.4,100,462,254,231,81.87,1685731840,2023-06-02 12:50:40
23.38,100,462,254,231,81.87,1685731843,2023-06-02 12:50:43
23.38,100,462,254,231,81.87,1685731846,2023-06-02 12:50:46
23.4,100,462,254,231,81.87,1685731849,2023-06-02 12:50:49
23.38,100,462,254,231,81.87,1685731852,2023-06-02 12:50:52
23.4,100,462,254,231,81.87,1685731855,2023-06-02 12:50:55
23.4,100,462,254,231,81.87,1685731858,2023-06-02 12:50:58
23.4,100,462,254,231,81.87,1685731861,2023-06-02 12:51:01
23.4,100,462,254,231,81.87,1685731864,2023-06-02 12:51:04
23.4,100,462,254,231,81.87,1685731867,2023-06-02 12:51:07
23.4,100,462,254,231,81.87,1685731870,2023-06-02 12:51:10
23.4,100,462,254,231,81.87,1685731873,2023-06-02 12:51:13
23.4,100,462,254,231,81.87,1685731876,2023-06-02 12:51:16
23.38,100,462,254,231,81.87,1685731879,2023-06-02 12:51:19
23.38,100,462,254,231,81.87,1685731882,2023-06-02 12:51:22
23.4,100,462,254,231,81.87,1685731885,2023-06-02 12:51:25
23.38,100,462,254,231,81.87,1685731888,2023-06-02 12:51:28
23.4,100,462,254,231,81.87,1685731891,2023-06-02 12:51:31
23.38,100,462,254,231,81.87,1685731894,2023-06-02 12:51:34
23.4,100,462,254,231,81.87,1685731897,2023-06-02 12:51:37
23.4,100,462,254,231,81.87,1685731900,2023-06-02 12:51:40
23.4,100,462,254,231,81.87,1685731903,2023-06-02 12:51:43
23.4,100,462,254,231,81.87,1685731906,2023-06-02 12:51:46
23.4,100,462,254,231,81.87,1685731909,2023-06-02 12:51:49
23.4,100,462,254,231,81.87,1685731912,2023-06-02 12:51:52
23.38,100,462,254,231,81.87,1685731915,2023-06-02 12:51:55
23.4,100,462,254,231,81.87,1685731918,2023-06-02 12:51:58
23.4,100,462,254,231,81.87,1685731921,2023-06-02 12:52:01
23.4,100,462,254,231,81.87,1685731924,2023-06-02 12:52:04
23.38,100,462,254,231,81.87,1685731927,2023-06-02 12:52:07
23.4,100,462,254,231,81.87,1685731930,2023-06-02 12:52:10
23.4,100,462,254,231,81.87,1685731933,2023-06-02 12:52:13
23.4,100,462,254,231,81.87,1685731936,2023-06-02 12:52:16
23.4,100,462,254,231,81.87,1685731939,2023-06-02 12:52:19
23.4,100,462,254,231,81.87,1685731942,2023-06-02 12:52:22
23.4,100,462,254,231,81.87,1685731945,2023-06-02 12:52:25
23.4,100,462,254,231,81.87,1685731948,2023-06-02 12:52:28
23.38,100,462,254,231,81.87,1685731951,2023-06-02 12:52:31
23.4,100,462,254,231,81.87,1685731954,2023-06-02 12:52:34
23.4,100,462,254,231,81.87,1685731957,2023-06-02 12:52:37
23.4,100,462,254,231,81.87,1685731960,2023-06-02 12:52:40
23.4,100,462,254,231,81.87,1685731963,2023-06-02 12:52:43
23.4,100,462,254,231,81.87,1685731966,2023-06-02 12:52:46
23.4,100,462,254,231,81.87,1685731969,2023-06-02 12:52:49
23.4,100,462,254,231,81.87,1685731972,2023-06-02 12:52:52
23.4,100,462,254,231,81.87,1685731975,2023-06-02 12:52:55
23.4,100,462,254,231,81.87,1685731978,2023-06-02 12:52:58
23.43,100,462,254,231,81.87,1685731981,2023-06-02 12:53:01
23.4,100,462,254,231,81.87,1685731984,2023-06-02 12:53:04
23.4,100,462,254,231,81.87,1685731987,2023-06-02 12:53:07
23.4,100,462,254,231,81.87,1685731990,2023-06-02 12:53:10
23.4,100,462,254,231,81.87,1685731993,2023-06-02 12:53:13
23.4,100,462,254,231,81.87,1685731996,2023-06-02 12:53:16
23.4,100,462,254,231,81.87,1685731999,2023-06-02 12:53:19
23.4,100,462,254,231,81.87,1685732002,2023-06-02 12:53:22
23.4,100,462,254,231,81.87,1685732005,2023-06-02 12:53:25
23.4,100,462,254,231,81.87,1685732008,2023-06-02 12:53:28
23.4,100,462,254,231,81.87,1685732011,2023-06-02 12:53:31
23.43,100,462,254,231,81.87,1685732014,2023-06-02 12:53:34
23.43,100,462,254,231,81.87,1685732017,2023-06-02 12:53:37
23.4,100,462,254,231,81.87,1685732020,2023-06-02 12:53:40
23.4,100,462,254,231,81.87,1685732023,2023-06-02 12:53:43
23.43,100,462,254,231,81.87,1685732026,2023-06-02 12:53:46
23.43,100,462,254,231,81.87,1685732029,2023-06-02 12:53:49
23.4,100,462,254,231,81.87,1685732032,2023-06-02 12:53:52
23.43,100,462,254,231,81.87,1685732035,2023-06-02 12:53:55
23.43,100,462,254,231,81.87,1685732038,2023-06-02 12:53:58
23.43,100,462,254,231,81.87,1685732041,2023-06-02 12:54:01
23.4,100,462,254,231,81.87,1685732044,2023-06-02 12:54:04
23.4,100,462,254,231,81.87,1685732047,2023-06-02 12:54:07
23.43,100,462,254,231,81.87,1685732050,2023-06-02 12:54:10
23.43,100,462,254,231,81.87,1685732054,2023-06-02 12:54:14
23.4,100,462,254,231,81.87,1685732057,2023-06-02 12:54:17
23.43,100,462,254,231,81.87,1685732060,2023-06-02 12:54:20
23.43,100,462,254,231,81.87,1685732063,2023-06-02 12:54:23
23.43,100,462,254,231,81.87,1685732066,2023-06-02 12:54:26
23.43,100,462,254,231,81.87,1685732069,2023-06-02 12:54:29
23.43,100,462,254,231,81.87,1685732072,2023-06-02 12:54:32
23.4,100,462,254,231,81.87,1685732075,2023-06-02 12:54:35
23.43,100,462,254,231,81.87,1685732078,2023-06-02 12:54:38
23.43,100,462,254,231,81.87,1685732081,2023-06-02 12:54:41
23.43,100,462,254,231,81.87,1685732084,2023-06-02 12:54:44
23.43,100,462,254,231,81.87,1685732087,2023-06-02 12:54:47
23.43,100,462,254,231,81.87,1685732090,2023-06-02 12:54:50
23.43,100,462,254,231,81.87,1685732093,2023-06-02 12:54:53
23.43,100,462,254,231,81.87,1685732096,2023-06-02 12:54:56
23.43,100,462,254,231,81.87,1685732099,2023-06-02 12:54:59
23.43,100,462,254,231,81.87,1685732102,2023-06-02 12:55:02
23.43,100,462,254,231,81.87,1685732105,2023-06-02 12:55:05
23.43,100,462,254,231,81.87,1685732108,2023-06-02 12:55:08
23.43,100,462,254,231,81.87,1685732111,2023-06-02 12:55:11
23.43,100,462,254,231,81.87,1685732114,2023-06-02 12:55:14
23.43,100,462,254,231,81.87,1685732117,2023-06-02 12:55:17
23.43,100,462,254,231,81.87,1685732120,2023-06-02 12:55:20
23.43,100,462,254,231,81.87,1685732123,2023-06-02 12:55:23
23.43,100,462,254,231,81.87,1685732126,2023-06-02 12:55:26
23.43,100,462,254,231,81.87,1685732129,2023-06-02 12:55:29
23.43,100,462,254,231,81.87,1685732132,2023-06-02 12:55:32
23.45,100,462,254,231,81.87,1685732135,2023-06-02 12:55:35
23.43,100,462,254,231,81.87,1685732138,2023-06-02 12:55:38
23.43,100,462,254,231,81.87,1685732141,2023-06-02 12:55:41
23.43,100,462,254,231,81.87,1685732144,2023-06-02 12:55:44
23.43,100,462,254,231,81.87,1685732147,2023-06-02 12:55:47
23.43,100,462,254,231,81.87,1685732150,2023-06-02 12:55:50
23.43,100,462,254,231,81.87,1685732153,2023-06-02 12:55:53
23.45,100,462,254,231,81.87,1685732156,2023-06-02 12:55:56
23.45,100,462,254,231,81.87,1685732159,2023-06-02 12:55:59
23.43,100,462,254,231,81.87,1685732162,2023-06-02 12:56:02
23.45,100,462,254,231,81.87,1685732165,2023-06-02 12:56:05
23.45,100,462,254,231,81.87,1685732168,2023-06-02 12:56:08
23.45,100,462,254,231,81.87,1685732171,2023-06-02 12:56:11
23.45,100,462,254,231,81.87,1685732174,2023-06-02 12:56:14
23.45,100,462,254,231,81.87,1685732177,2023-06-02 12:56:17
23.45,100,462,254,231,81.87,1685732180,2023-06-02 12:56:20
23.45,100,462,254,231,81.87,1685732183,2023-06-02 12:56:23
23.45,100,462,254,231,81.87,1685732186,2023-06-02 12:56:26
23.45,100,462,254,231,81.87,1685732189,2023-06-02 12:56:29
23.45,100,462,254,231,81.87,1685732192,2023-06-02 12:56:32
23.45,100,462,254,231,81.87,1685732195,2023-06-02 12:56:35
23.45,100,462,254,231,81.87,1685732198,2023-06-02 12:56:38
23.45,100,462,254,231,81.87,1685732201,2023-06-02 12:56:41
23.48,100,462,254,231,81.87,1685732204,2023-06-02 12:56:44
23.43,100,462,254,231,81.87,1685732207,2023-06-02 12:56:47
23.45,100,462,254,231,81.87,1685732210,2023-06-02 12:56:50
23.48,100,462,254,231,81.87,1685732213,2023-06-02 12:56:53
23.45,100,462,254,231,81.87,1685732216,2023-06-02 12:56:56
23.48,100,462,254,231,81.87,1685732219,2023-06-02 12:56:59
23.45,100,462,254,231,81.87,1685732222,2023-06-02 12:57:02
23.45,100,462,254,231,81.87,1685732225,2023-06-02 12:57:05
23.45,100,462,254,231,81.87,1685732228,2023-06-02 12:57:08
23.45,100,462,254,231,81.87,1685732231,2023-06-02 12:57:11
23.45,100,462,254,231,81.87,1685732234,2023-06-02 12:57:14
23.45,100,462,254,231,81.87,1685732237,2023-06-02 12:57:17
23.45,100,462,254,231,81.87,1685732240,2023-06-02 12:57:20
23.48,100,462,254,231,81.87,1685732243,2023-06-02 12:57:23
23.48,100,462,254,231,81.87,1685732246,2023-06-02 12:57:26
23.45,100,462,254,231,81.87,1685732249,2023-06-02 12:57:29
23.48,100,462,254,231,81.87,1685732253,2023-06-02 12:57:33
23.45,100,462,254,231,81.87,1685732256,2023-06-02 12:57:36
23.45,100,462,254,231,81.87,1685732259,2023-06-02 12:57:39
23.48,100,462,254,231,81.87,1685732262,2023-06-02 12:57:42
23.48,100,462,254,231,81.87,1685732265,2023-06-02 12:57:45
23.48,100,462,254,231,81.87,1685732268,2023-06-02 12:57:48
23.48,100,462,254,231,81.87,1685732271,2023-06-02 12:57:51
23.48,100,462,254,231,81.87,1685732274,2023-06-02 12:57:54
23.48,100,462,254,231,81.87,1685732277,2023-06-02 12:57:57
23.48,100,462,254,231,81.87,1685732280,2023-06-02 12:58:00
23.45,100,462,254,231,81.87,1685732283,2023-06-02 12:58:03
23.48,100,462,254,231,81.87,1685732286,2023-06-02 12:58:06
23.48,100,462,254,231,81.87,1685732289,2023-06-02 12:58:09
23.48,100,462,254,231,81.87,1685732292,2023-06-02 12:58:12
23.48,100,462,254,231,81.87,1685732295,2023-06-02 12:58:15
23.48,100,462,254,231,81.87,1685732298,2023-06-02 12:58:18
23.48,100,462,254,231,81.87,1685732301,2023-06-02 12:58:21
23.48,100,462,254,231,81.87,1685732304,2023-06-02 12:58:24
23.48,100,462,254,231,81.87,1685732307,2023-06-02 12:58:27
23.48,100,462,254,231,81.87,1685732310,2023-06-02 12:58:30
23.48,100,462,254,231,81.87,1685732313,2023-06-02 12:58:33
23.48,100,462,254,231,81.87,1685732316,2023-06-02 12:58:36
23.48,100,462,254,231,81.87,1685732319,2023-06-02 12:58:39
23.48,100,462,254,231,81.87,1685732322,2023-06-02 12:58:42
23.48,100,462,254,231,81.87,1685732325,2023-06-02 12:58:45
23.48,100,462,254,231,81.87,1685732328,2023-06-02 12:58:48
23.48,100,462,254,231,81.87,1685732331,2023-06-02 12:58:51
23.48,100,462,254,231,81.87,1685732334,2023-06-02 12:58:54
23.48,100,462,254,231,81.87,1685732337,2023-06-02 12:58:57
23.48,100,462,254,231,81.87,1685732340,2023-06-02 12:59:00
23.48,100,462,254,231,81.87,1685732343,2023-06-02 12:59:03
23.48,100,462,254,231,81.87,1685732346,2023-06-02 12:59:06
23.48,100,462,254,231,81.87,1685732349,2023-06-02 12:59:09
23.48,100,462,254,231,81.87,1685732352,2023-06-02 12:59:12
23.48,100,462,254,231,81.87,1685732355,2023-06-02 12:59:15
23.48,100,462,254,231,81.87,1685732358,2023-06-02 12:59:18
23.48,100,462,254,231,81.87,1685732361,2023-06-02 12:59:21
23.48,100,462,254,231,81.87,1685732364,2023-06-02 12:59:24
23.48,100,462,254,231,81.87,1685732367,2023-06-02 12:59:27
23.48,100,462,254,231,81.87,1685732370,2023-06-02 12:59:30
23.48,100,462,254,231,81.87,1685732373,2023-06-02 12:59:33
23.48,100,462,254,231,81.87,1685732376,2023-06-02 12:59:36
23.48,100,462,254,231,81.87,1685732379,2023-06-02 12:59:39
23.48,100,462,254,231,81.87,1685732382,2023-06-02 12:59:42
23.48,100,462,254,231,81.87,1685732385,2023-06-02 12:59:45
23.48,100,462,254,231,81.87,1685732388,2023-06-02 12:59:48
23.48,100,462,254,231,81.87,1685732391,2023-06-02 12:59:51
23.48,100,462,254,231,81.87,1685732394,2023-06-02 12:59:54
23.48,100,462,254,231,81.87,1685732397,2023-06-02 12:59:57
23.48,100,462,254,231,81.87,1685732400,2023-06-02 13:00:00
23.48,100,462,254,231,81.87,1685732403,2023-06-02 13:00:03
23.48,100,462,254,231,81.87,1685732406,2023-06-02 13:00:06
23.48,100,462,254,231,81.87,1685732409,2023-06-02 13:00:09
23.48,100,462,254,231,81.87,1685732412,2023-06-02 13:00:12
23.48,100,462,254,231,81.87,1685732415,2023-06-02 13:00:15
23.48,100,462,254,231,81.87,1685732418,2023-06-02 13:00:18
23.48,100,462,254,231,81.87,1685732421,2023-06-02 13:00:21
23.48,100,462,254,231,81.87,1685732424,2023-06-02 13:00:24
23.48,100,462,254,231,81.87,1685732427,2023-06-02 13:00:27
23.48,100,462,254,231,81.87,1685732431,2023-06-02 13:00:31
23.48,100,462,254,231,81.87,1685732434,2023-06-02 13:00:34
23.48,100,462,254,231,81.87,1685732437,2023-06-02 13:00:37
23.48,100,462,254,231,81.87,1685732440,2023-06-02 13:00:40
23.48,100,462,254,231,81.87,1685732443,2023-06-02 13:00:43
23.48,100,462,254,231,81.87,1685732446,2023-06-02 13:00:46
23.48,100,462,254,231,81.87,1685732449,2023-06-02 13:00:49
23.48,100,462,254,231,81.87,1685732452,2023-06-02 13:00:52
23.48,100,462,254,231,81.87,1685732455,2023-06-02 13:00:55
23.48,100,462,254,231,81.87,1685732458,2023-06-02 13:00:58
23.48,100,462,254,231,81.87,1685732461,2023-06-02 13:01:01
23.48,100,462,254,231,81.87,1685732464,2023-06-02 13:01:04
23.48,100,462,254,231,81.87,1685732467,2023-06-02 13:01:07
23.48,100,462,254,231,81.87,1685732470,2023-06-02 13:01:10
23.48,100,462,254,231,81.87,1685732473,2023-06-02 13:01:13
23.48,100,462,254,231,81.87,1685732476,2023-06-02 13:01:16
23.48,100,462,254,231,81.87,1685732479,2023-06-02 13:01:19
23.48,100,462,254,231,81.87,1685732482,2023-06-02 13:01:22
23.48,100,462,254,231,81.87,1685732485,2023-06-02 13:01:25
23.48,100,462,254,231,81.87,1685732488,2023-06-02 13:01:28
23.48,100,462,254,231,81.87,1685732491,2023-06-02 13:01:31
23.48,100,462,254,231,81.87,1685732494,2023-06-02 13:01:34
23.48,100,462,254,231,81.87,1685732497,2023-06-02 13:01:37
23.48,100,462,254,231,81.87,1685732500,2023-06-02 13:01:40
23.48,100,462,254,231,81.87,1685732503,2023-06-02 13:01:43
23.48,100,462,254,231,81.87,1685732506,2023-06-02 13:01:46
23.48,100,462,254,231,81.87,1685732509,2023-06-02 13:01:49
23.48,100,462,254,231,81.87,1685732512,2023-06-02 13:01:52
23.48,100,462,254,231,81.87,1685732515,2023-06-02 13:01:55
23.48,100,462,254,231,81.87,1685732518,2023-06-02 13:01:58
23.51,100,461,253,230,81.87,1685732521,2023-06-02 13:02:01
23.48,100,461,253,230,81.87,1685732524,2023-06-02 13:02:04
23.48,100,461,253,230,81.87,1685732527,2023-06-02 13:02:07
23.48,100,461,253,230,81.87,1685732530,2023-06-02 13:02:10
23.48,100,462,254,231,81.87,1685732533,2023-06-02 13:02:13
23.48,100,462,254,231,81.87,1685732536,2023-06-02 13:02:16
23.51,100,461,253,230,81.87,1685732539,2023-06-02 13:02:19
23.48,100,461,253,230,81.87,1685732542,2023-06-02 13:02:22
23.51,100,461,253,230,81.87,1685732545,2023-06-02 13:02:25
23.51,100,461,253,230,81.87,1685732548,2023-06-02 13:02:28
23.48,100,461,253,230,81.87,1685732551,2023-06-02 13:02:31
23.48,100,461,253,230,81.87,1685732554,2023-06-02 13:02:34
23.48,100,461,253,230,81.87,1685732557,2023-06-02 13:02:37
23.48,100,462,254,231,81.87,1685732560,2023-06-02 13:02:40
23.51,100,461,253,230,81.87,1685732563,2023-06-02 13:02:43
23.48,100,461,253,230,81.87,1685732566,2023-06-02 13:02:46
23.48,100,461,253,230,81.87,1685732569,2023-06-02 13:02:49
23.51,100,461,253,230,81.87,1685732572,2023-06-02 13:02:52
23.48,100,461,253,230,81.87,1685732575,2023-06-02 13:02:55
23.48,100,461,253,230,81.87,1685732578,2023-06-02 13:02:58
23.48,100,461,253,230,81.87,1685732581,2023-06-02 13:03:01
23.48,100,462,254,231,81.87,1685732584,2023-06-02 13:03:04
23.48,100,462,254,231,81.87,1685732587,2023-06-02 13:03:07
23.48,100,462,254,231,81.87,1685732590,2023-06-02 13:03:10
23.48,100,462,254,231,81.87,1685732593,2023-06-02 13:03:13
23.51,100,461,253,230,81.87,1685732596,2023-06-02 13:03:16
23.48,100,461,253,230,81.87,1685732599,2023-06-02 13:03:19
23.48,100,461,253,230,81.87,1685732602,2023-06-02 13:03:22
23.48,100,461,253,230,81.87,1685732605,2023-06-02 13:03:25
23.48,100,462,254,231,81.87,1685732608,2023-06-02 13:03:28
23.51,100,461,253,230,81.87,1685732611,2023-06-02 13:03:31
23.51,100,461,253,230,81.87,1685732614,2023-06-02 13:03:34
23.48,100,461,253,230,81.87,1685732617,2023-06-02 13:03:37
23.51,100,461,253,230,81.87,1685732620,2023-06-02 13:03:40
23.51,100,461,253,230,81.87,1685732623,2023-06-02 13:03:43
23.48,100,461,253,230,81.87,1685732627,2023-06-02 13:03:47
23.51,100,461,253,230,81.87,1685732630,2023-06-02 13:03:50
23.51,100,461,253,230,81.87,1685732633,2023-06-02 13:03:53
23.48,100,461,253,230,81.87,1685732636,2023-06-02 13:03:56
23.48,100,461,253,230,81.87,1685732639,2023-06-02 13:03:59
23.48,100,461,253,230,81.87,1685732642,2023-06-02 13:04:02
23.48,100,462,254,231,81.87,1685732645,2023-06-02 13:04:05
23.51,100,461,253,230,81.87,1685732648,2023-06-02 13:04:08
23.48,100,461,253,230,81.87,1685732651,2023-06-02 13:04:11
23.51,100,461,253,230,81.87,1685732654,2023-06-02 13:04:14
23.51,100,461,253,230,81.87,1685732657,2023-06-02 13:04:17
23.51,100,461,253,230,81.87,1685732660,2023-06-02 13:04:20
23.51,100,461,253,230,81.87,1685732663,2023-06-02 13:04:23
23.51,100,461,253,230,81.87,1685732666,2023-06-02 13:04:26
23.48,100,461,253,230,81.87,1685732669,2023-06-02 13:04:29
23.51,100,461,253,230,81.87,1685732672,2023-06-02 13:04:32
23.51,100,461,253,230,81.87,1685732675,2023-06-02 13:04:35
23.51,100,461,253,230,81.87,1685732678,2023-06-02 13:04:38
23.51,100,461,253,230,81.87,1685732681,2023-06-02 13:04:41
23.51,100,461,253,230,81.87,1685732684,2023-06-02 13:04:44
23.51,100,461,253,230,81.87,1685732687,2023-06-02 13:04:47
23.51,100,461,253,230,81.87,1685732690,2023-06-02 13:04:50
23.51,100,461,253,230,81.87,1685732693,2023-06-02 13:04:53
23.51,100,461,253,230,81.87,1685732696,2023-06-02 13:04:56
23.51,100,461,253,230,81.87,1685732699,2023-06-02 13:04:59
23.48,100,461,253,230,81.87,1685732702,2023-06-02 13:05:02
23.51,100,461,253,230,81.87,1685732705,2023-06-02 13:05:05
23.51,100,461,253,230,81.87,1685732708,2023-06-02 13:05:08
23.51,100,461,253,230,81.87,1685732711,2023-06-02 13:05:11
23.51,100,461,253,230,81.87,1685732714,2023-06-02 13:05:14
23.51,100,461,253,230,81.87,1685732717,2023-06-02 13:05:17
23.51,100,461,253,230,81.87,1685732720,2023-06-02 13:05:20
23.51,100,461,253,230,81.87,1685732723,2023-06-02 13:05:23
23.51,100,461,253,230,81.87,1685732726,2023-06-02 13:05:26
23.51,100,461,253,230,81.87,1685732729,2023-06-02 13:05:29
23.51,100,461,253,230,81.87,1685732732,2023-06-02 13:05:32
23.51,100,461,253,230,81.87,1685732735,2023-06-02 13:05:35
23.53,100,461,253,230,81.87,1685732738,2023-06-02 13:05:38
23.51,100,461,253,230,81.87,1685732741,2023-06-02 13:05:41
23.51,100,461,253,230,81.87,1685732744,2023-06-02 13:05:44
23.51,100,461,253,230,81.87,1685732747,2023-06-02 13:05:47
23.51,100,461,253,230,81.87,1685732750,2023-06-02 13:05:50
23.51,100,461,253,230,81.87,1685732753,2023-06-02 13:05:53
23.51,100,461,253,230,81.87,1685732756,2023-06-02 13:05:56
23.51,100,461,253,230,81.87,1685732759,2023-06-02 13:05:59
23.51,100,461,253,230,81.87,1685732762,2023-06-02 13:06:02
23.51,100,461,253,230,81.87,1685732765,2023-06-02 13:06:05
23.51,100,461,253,230,81.87,1685732768,2023-06-02 13:06:08
23.51,100,461,253,230,81.87,1685732771,2023-06-02 13:06:11
23.51,100,461,253,230,81.87,1685732774,2023-06-02 13:06:14
23.53,100,461,253,230,81.87,1685732777,2023-06-02 13:06:17
23.53,100,461,253,230,81.87,1685732780,2023-06-02 13:06:20
23.51,100,461,253,230,81.87,1685732783,2023-06-02 13:06:23
23.53,100,461,253,230,81.87,1685732786,2023-06-02 13:06:26
23.53,100,461,253,230,81.87,1685732789,2023-06-02 13:06:29
23.53,100,461,253,230,81.87,1685732792,2023-06-02 13:06:32
23.53,100,461,253,230,81.87,1685732795,2023-06-02 13:06:35
23.53,100,461,253,230,81.87,1685732798,2023-06-02 13:06:38
23.51,100,461,253,230,81.87,1685732801,2023-06-02 13:06:41
23.51,100,461,253,230,81.87,1685732804,2023-06-02 13:06:44
23.53,100,461,253,230,81.87,1685732807,2023-06-02 13:06:47
23.53,100,461,253,230,81.87,1685732810,2023-06-02 13:06:50
23.51,100,461,253,230,81.87,1685732813,2023-06-02 13:06:53
23.53,100,461,253,230,81.87,1685732816,2023-06-02 13:06:56
23.51,100,461,253,230,81.87,1685732819,2023-06-02 13:06:59
23.53,100,461,253,230,81.87,1685732822,2023-06-02 13:07:02
23.53,100,461,253,230,81.87,1685732825,2023-06-02 13:07:05
23.53,100,461,253,230,81.87,1685732828,2023-06-02 13:07:08
23.53,100,461,253,230,81.87,1685732831,2023-06-02 13:07:11
23.53,100,461,253,230,81.87,1685732834,2023-06-02 13:07:14
23.53,100,461,253,230,81.87,1685732837,2023-06-02 13:07:17
23.53,100,461,253,230,81.87,1685732840,2023-06-02 13:07:20
23.53,100,461,253,230,81.87,1685732844,2023-06-02 13:07:24
23.56,100,461,253,230,81.87,1685732847,2023-06-02 13:07:27
23.53,100,461,253,230,81.87,1685732850,2023-06-02 13:07:30
23.56,100,461,253,230,81.87,1685732853,2023-06-02 13:07:33
23.53,100,461,253,230,81.87,1685732856,2023-06-02 13:07:36
23.56,100,461,253,230,81.87,1685732859,2023-06-02 13:07:39
23.53,100,461,253,230,81.87,1685732862,2023-06-02 13:07:42
23.56,100,461,253,230,81.87,1685732865,2023-06-02 13:07:45
23.53,100,461,253,230,81.87,1685732868,2023-06-02 13:07:48
23.53,100,461,253,230,81.87,1685732871,2023-06-02 13:07:51
23.56,100,461,253,230,81.87,1685732874,2023-06-02 13:07:54
23.56,100,461,253,230,81.87,1685732877,2023-06-02 13:07:57
23.56,100,461,253,230,81.87,1685732880,2023-06-02 13:08:00
23.56,100,461,253,230,81.87,1685732883,2023-06-02 13:08:03
23.56,100,461,253,230,81.87,1685732886,2023-06-02 13:08:06
23.56,100,461,253,230,81.87,1685732889,2023-06-02 13:08:09
23.56,100,461,253,230,81.87,1685732892,2023-06-02 13:08:12
23.56,100,461,253,230,81.87,1685732895,2023-06-02 13:08:15
23.56,100,461,253,230,81.87,1685732898,2023-06-02 13:08:18
