soilTemperature,volumetric water content,electrical conductivity,Salinity,Total Dissolved Solids,dielectric constant,timestamp,datetime
23.17,100,460,253,230,81.87,1685730429,2023-06-02 12:27:09
23.17,100,460,253,230,81.87,1685730432,2023-06-02 12:27:12
23.17,100,460,253,230,81.87,1685730435,2023-06-02 12:27:15
23.17,100,460,253,230,81.87,1685730438,2023-06-02 12:27:18
23.17,100,460,253,230,81.87,1685730441,2023-06-02 12:27:21
23.2,100,460,253,230,81.87,1685730444,2023-06-02 12:27:24
23.17,100,460,253,230,81.87,1685730447,2023-06-02 12:27:27
23.17,100,460,253,230,81.87,1685730450,2023-06-02 12:27:30
23.17,100,460,253,230,81.87,1685730453,2023-06-02 12:27:33
23.17,100,460,253,230,81.87,1685730456,2023-06-02 12:27:36
23.17,100,460,253,230,81.87,1685730459,2023-06-02 12:27:39
23.2,100,460,253,230,81.87,1685730462,2023-06-02 12:27:42
23.17,100,460,253,230,81.87,1685730465,2023-06-02 12:27:45
23.2,100,460,253,230,81.87,1685730468,2023-06-02 12:27:48
23.17,100,460,253,230,81.87,1685730471,2023-06-02 12:27:51
23.17,100,460,253,230,81.87,1685730474,2023-06-02 12:27:54
23.17,100,460,253,230,81.87,1685730477,2023-06-02 12:27:57
23.2,100,460,253,230,81.87,1685730480,2023-06-02 12:28:00
23.17,100,460,253,230,81.87,1685730483,2023-06-02 12:28:03
23.17,100,460,253,230,81.87,1685730486,2023-06-02 12:28:06
23.17,100,460,253,230,81.87,1685730489,2023-06-02 12:28:09
23.17,100,460,253,230,81.87,1685730492,2023-06-02 12:28:12
23.2,100,460,253,230,81.87,1685730495,2023-06-02 12:28:15
23.2,100,460,253,230,81.87,1685730498,2023-06-02 12:28:18
23.2,100,460,253,230,81.87,1685730501,2023-06-02 12:28:21
23.17,100,460,253,230,81.87,1685730504,2023-06-02 12:28:24
23.17,100,460,253,230,81.87,1685730507,2023-06-02 12:28:27
23.17,100,460,253,230,81.87,1685730510,2023-06-02 12:28:30
23.17,100,460,253,230,81.87,1685730513,2023-06-02 12:28:33
23.2,100,460,253,230,81.87,1685730516,2023-06-02 12:28:36
23.2,100,460,253,230,81.87,1685730519,2023-06-02 12:28:39
23.2,100,460,253,230,81.87,1685730522,2023-06-02 12:28:42
23.2,100,460,253,230,81.87,1685730525,2023-06-02 12:28:45
23.17,100,460,253,230,81.87,1685730528,2023-06-02 12:28:48
23.17,100,460,253,230,81.87,1685730531,2023-06-02 12:28:51
23.17,100,460,253,230,81.87,1685730534,2023-06-02 12:28:54
23.2,100,460,253,230,81.87,1685730537,2023-06-02 12:28:57
23.2,100,460,253,230,81.87,1685730540,2023-06-02 12:29:00
23.2,100,460,253,230,81.87,1685730543,2023-06-02 12:29:03
23.2,100,460,253,230,81.87,1685730546,2023-06-02 12:29:06
23.2,100,460,253,230,81.87,1685730549,2023-06-02 12:29:09
23.2,100,460,253,230,81.87,1685730552,2023-06-02 12:29:12
23.2,100,460,253,230,81.87,1685730555,2023-06-02 12:29:15
23.2,100,460,253,230,81.87,1685730558,2023-06-02 12:29:18
23.2,100,460,253,230,81.87,1685730562,2023-06-02 12:29:22
23.2,100,460,253,230,81.87,1685730565,2023-06-02 12:29:25
23.2,100,460,253,230,81.87,1685730568,2023-06-02 12:29:28
23.2,100,460,253,230,81.87,1685730571,2023-06-02 12:29:31
23.2,100,460,253,230,81.87,1685730574,2023-06-02 12:29:34
23.2,100,460,253,230,81.87,1685730577,2023-06-02 12:29:37
23.2,100,460,253,230,81.87,1685730580,2023-06-02 12:29:40
23.2,100,460,253,230,81.87,1685730583,2023-06-02 12:29:43
23.2,100,460,253,230,81.87,1685730586,2023-06-02 12:29:46
23.2,100,460,253,230,81.87,1685730589,2023-06-02 12:29:49
23.2,100,460,253,230,81.87,1685730592,2023-06-02 12:29:52
23.2,100,460,253,230,81.87,1685730595,2023-06-02 12:29:55
23.2,100,460,253,230,81.87,1685730598,2023-06-02 12:29:58
23.2,100,460,253,230,81.87,1685730601,2023-06-02 12:30:01
23.2,100,460,253,230,81.87,1685730604,2023-06-02 12:30:04
23.2,100,460,253,230,81.87,1685730607,2023-06-02 12:30:07
23.2,100,460,253,230,81.87,1685730610,2023-06-02 12:30:10
23.2,100,460,253,230,81.87,1685730613,2023-06-02 12:30:13
23.2,100,460,253,230,81.87,1685730616,2023-06-02 12:30:16
23.2,100,460,253,230,81.87,1685730619,2023-06-02 12:30:19
23.23,100,460,253,230,81.87,1685730622,2023-06-02 12:30:22
23.2,100,460,253,230,81.87,1685730625,2023-06-02 12:30:25
23.2,100,460,253,230,81.87,1685730628,2023-06-02 12:30:28
23.2,100,460,253,230,81.87,1685730631,2023-06-02 12:30:31
23.23,100,460,253,230,81.87,1685730634,2023-06-02 12:30:34
23.2,100,460,253,230,81.87,1685730637,2023-06-02 12:30:37
23.2,100,460,253,230,81.87,1685730640,2023-06-02 12:30:40
23.23,100,460,253,230,81.87,1685730643,2023-06-02 12:30:43
23.23,100,460,253,230,81.87,1685730646,2023-06-02 12:30:46
23.23,100,460,253,230,81.87,1685730649,2023-06-02 12:30:49
23.23,100,460,253,230,81.87,1685730652,2023-06-02 12:30:52
23.23,100,460,253,230,81.87,1685730655,2023-06-02 12:30:55
23.2,100,460,253,230,81.87,1685730658,2023-06-02 12:30:58
23.23,100,460,253,230,81.87,1685730661,2023-06-02 12:31:01
23.23,100,460,253,230,81.87,1685730664,2023-06-02 12:31:04
23.23,100,460,253,230,81.87,1685730667,2023-06-02 12:31:07
23.23,100,460,253,230,81.87,1685730670,2023-06-02 12:31:10
23.23,100,460,253,230,81.87,1685730673,2023-06-02 12:31:13
23.23,100,460,253,230,81.87,1685730676,2023-06-02 12:31:16
23.23,100,460,253,230,81.87,1685730679,2023-06-02 12:31:19
23.23,100,460,253,230,81.87,1685730682,2023-06-02 12:31:22
23.23,100,460,253,230,81.87,1685730685,2023-06-02 12:31:25
23.23,100,460,253,230,81.87,1685730688,2023-06-02 12:31:28
23.23,100,460,253,230,81.87,1685730691,2023-06-02 12:31:31
23.23,100,460,253,230,81.87,1685730694,2023-06-02 12:31:34
23.23,100,460,253,230,81.87,1685730697,2023-06-02 12:31:37
23.23,100,460,253,230,81.87,1685730700,2023-06-02 12:31:40
23.23,100,460,253,230,81.87,1685730703,2023-06-02 12:31:43
23.23,100,460,253,230,81.87,1685730706,2023-06-02 12:31:46
23.23,100,460,253,230,81.87,1685730709,2023-06-02 12:31:49
23.25,100,460,253,230,81.87,1685730712,2023-06-02 12:31:52
23.23,100,460,253,230,81.87,1685730715,2023-06-02 12:31:55
23.25,100,460,253,230,81.87,1685730718,2023-06-02 12:31:58
23.25,100,460,253,230,81.87,1685730721,2023-06-02 12:32:01
23.23,100,460,253,230,81.87,1685730724,2023-06-02 12:32:04
23.25,100,460,253,230,81.87,1685730727,2023-06-02 12:32:07
23.25,100,460,253,230,81.87,1685730730,2023-06-02 12:32:10
23.25,100,460,253,230,81.87,1685730733,2023-06-02 12:32:13
23.25,100,460,253,230,81.87,1685730736,2023-06-02 12:32:16
23.23,100,460,253,230,81.87,1685730739,2023-06-02 12:32:19
23.23,100,460,253,230,81.87,1685730742,2023-06-02 12:32:22
23.25,100,460,253,230,81.87,1685730745,2023-06-02 12:32:25
23.25,100,460,253,230,81.87,1685730748,2023-06-02 12:32:28
23.25,100,460,253,230,81.87,1685730751,2023-06-02 12:32:31
23.25,100,460,253,230,81.87,1685730754,2023-06-02 12:32:34
23.25,100,460,253,230,81.87,1685730757,2023-06-02 12:32:37
23.25,100,460,253,230,81.87,1685730760,2023-06-02 12:32:40
23.25,100,460,253,230,81.87,1685730763,2023-06-02 12:32:43
23.25,100,460,253,230,81.87,1685730766,2023-06-02 12:32:46
23.25,100,460,253,230,81.87,1685730769,2023-06-02 12:32:49
23.25,100,460,253,230,81.87,1685730772,2023-06-02 12:32:52
23.25,100,460,253,230,81.87,1685730775,2023-06-02 12:32:55
23.25,100,460,253,230,81.87,1685730778,2023-06-02 12:32:58
23.25,100,460,253,230,81.87,1685730781,2023-06-02 12:33:01
23.25,100,460,253,230,81.87,1685730784,2023-06-02 12:33:04
23.25,100,460,253,230,81.87,1685730787,2023-06-02 12:33:07
23.25,100,460,253,230,81.87,1685730790,2023-06-02 12:33:10
23.25,100,460,253,230,81.87,1685730794,2023-06-02 12:33:14
23.25,100,460,253,230,81.87,1685730797,2023-06-02 12:33:17
23.25,100,460,253,230,81.87,1685730800,2023-06-02 12:33:20
23.28,100,460,253,230,81.87,1685730803,2023-06-02 12:33:23
23.28,100,460,253,230,81.87,1685730806,2023-06-02 12:33:26
23.28,100,460,253,230,81.87,1685730809,2023-06-02 12:33:29
23.25,100,460,253,230,81.87,1685730812,2023-06-02 12:33:32
23.28,100,460,253,230,81.87,1685730815,2023-06-02 12:33:35
23.28,100,460,253,230,81.87,1685730818,2023-06-02 12:33:38
23.28,100,460,253,230,81.87,1685730821,2023-06-02 12:33:41
23.28,100,460,253,230,81.87,1685730824,2023-06-02 12:33:44
23.28,100,460,253,230,81.87,1685730827,2023-06-02 12:33:47
23.28,100,460,253,230,81.87,1685730830,2023-06-02 12:33:50
23.28,100,460,253,230,81.87,1685730833,2023-06-02 12:33:53
23.28,100,460,253,230,81.87,1685730836,2023-06-02 12:33:56
23.28,100,459,252,229,81.87,1685730839,2023-06-02 12:33:59
23.28,100,459,252,229,81.87,1685730842,2023-06-02 12:34:02
23.28,100,459,252,229,81.87,1685730845,2023-06-02 12:34:05
23.28,100,459,252,229,81.87,1685730848,2023-06-02 12:34:08
23.28,100,459,252,229,81.87,1685730851,2023-06-02 12:34:11
23.28,100,460,253,230,81.87,1685730854,2023-06-02 12:34:14
23.28,100,459,252,229,81.87,1685730857,2023-06-02 12:34:17
23.28,100,459,252,229,81.87,1685730860,2023-06-02 12:34:20
23.28,100,459,252,229,81.87,1685730863,2023-06-02 12:34:23
23.28,100,459,252,229,81.87,1685730866,2023-06-02 12:34:26
23.28,100,460,253,230,81.87,1685730869,2023-06-02 12:34:29
23.28,100,459,252,229,81.87,1685730872,2023-06-02 12:34:32
23.28,100,459,252,229,81.87,1685730875,2023-06-02 12:34:35
23.28,100,459,252,229,81.87,1685730878,2023-06-02 12:34:38
23.28,100,459,252,229,81.87,1685730881,2023-06-02 12:34:41
23.28,100,460,253,230,81.87,1685730884,2023-06-02 12:34:44
23.28,100,460,253,230,81.87,1685730887,2023-06-02 12:34:47
23.28,100,460,253,230,81.87,1685730890,2023-06-02 12:34:50
23.28,100,460,253,230,81.87,1685730893,2023-06-02 12:34:53
23.28,100,460,253,230,81.87,1685730896,2023-06-02 12:34:56
23.28,100,460,253,230,81.87,1685730899,2023-06-02 12:34:59
23.28,100,460,253,230,81.87,1685730902,2023-06-02 12:35:02
23.28,100,460,253,230,81.87,1685730905,2023-06-02 12:35:05
23.28,100,460,253,230,81.87,1685730908,2023-06-02 12:35:08
23.28,100,459,252,229,81.87,1685730911,2023-06-02 12:35:11
23.28,100,459,252,229,81.87,1685730914,2023-06-02 12:35:14
23.28,100,459,252,229,81.87,1685730917,2023-06-02 12:35:17
23.28,100,459,252,229,81.87,1685730920,2023-06-02 12:35:20
23.28,100,460,253,230,81.87,1685730923,2023-06-02 12:35:23
23.28,100,460,253,230,81.87,1685730926,2023-06-02 12:35:26
23.28,100,460,253,230,81.87,1685730929,2023-06-02 12:35:29
23.28,100,460,253,230,81.87,1685730932,2023-06-02 12:35:32
23.28,100,460,253,230,81.87,1685730935,2023-06-02 12:35:35
23.28,100,460,253,230,81.87,1685730938,2023-06-02 12:35:38
23.28,100,460,253,230,81.87,1685730941,2023-06-02 12:35:41
23.28,100,460,253,230,81.87,1685730944,2023-06-02 12:35:44
23.28,100,460,253,230,81.87,1685730947,2023-06-02 12:35:47
23.28,100,460,253,230,81.87,1685730950,2023-06-02 12:35:50
23.28,100,460,253,230,81.87,1685730953,2023-06-02 12:35:53
23.28,100,460,253,230,81.87,1685730956,2023-06-02 12:35:56
23.28,100,460,253,230,81.87,1685730959,2023-06-02 12:35:59
23.28,100,460,253,230,81.87,1685730962,2023-06-02 12:36:02
23.28,100,459,252,229,81.87,1685730965,2023-06-02 12:36:05
23.28,100,459,252,229,81.87,1685730968,2023-06-02 12:36:08
23.28,100,459,252,229,81.87,1685730971,2023-06-02 12:36:11
23.28,100,459,252,229,81.87,1685730974,2023-06-02 12:36:14
23.28,100,460,253,230,81.87,1685730977,2023-06-02 12:36:17
23.28,100,460,253,230,81.87,1685730980,2023-06-02 12:36:20
23.28,100,460,253,230,81.87,1685730983,2023-06-02 12:36:23
23.28,100,460,253,230,81.87,1685730986,2023-06-02 12:36:26
23.28,100,460,253,230,81.87,1685730989,2023-06-02 12:36:29
23.28,100,460,253,230,81.87,1685730992,2023-06-02 12:36:32
23.28,100,460,253,230,81.87,1685730995,2023-06-02 12:36:35
23.28,100,460,253,230,81.87,1685730998,2023-06-02 12:36:38
23.28,100,460,253,230,81.87,1685731001,2023-06-02 12:36:41
23.28,100,460,253,230,81.87,1685731004,2023-06-02 12:36:44
23.28,100,460,253,230,81.87,1685731007,2023-06-02 12:36:47
23.28,100,460,253,230,81.87,1685731011,2023-06-02 12:36:51
23.28,100,460,253,230,81.87,1685731014,2023-06-02 12:36:54
23.28,100,460,253,230,81.87,1685731017,2023-06-02 12:36:57
23.28,100,460,253,230,81.87,1685731020,2023-06-02 12:37:00
23.28,100,460,253,230,81.87,1685731023,2023-06-02 12:37:03
23.28,100,460,253,230,81.87,1685731026,2023-06-02 12:37:06
23.28,100,460,253,230,81.87,1685731029,2023-06-02 12:37:09
23.28,100,460,253,230,81.87,1685731032,2023-06-02 12:37:12
23.28,100,460,253,230,81.87,1685731035,2023-06-02 12:37:15
23.28,100,460,253,230,81.87,1685731038,2023-06-02 12:37:18
23.28,100,460,253,230,81.87,1685731041,2023-06-02 12:37:21
23.28,100,460,253,230,81.87,1685731044,2023-06-02 12:37:24
23.28,100,460,253,230,81.87,1685731047,2023-06-02 12:37:27
23.28,100,460,253,230,81.87,1685731050,2023-06-02 12:37:30
23.28,100,460,253,230,81.87,1685731053,2023-06-02 12:37:33
23.28,100,460,253,230,81.87,1685731056,2023-06-02 12:37:36
23.28,100,460,253,230,81.87,1685731059,2023-06-02 12:37:39
23.28,100,460,253,230,81.87,1685731062,2023-06-02 12:37:42
23.28,100,460,253,230,81.87,1685731065,2023-06-02 12:37:45
23.28,100,460,253,230,81.87,1685731068,2023-06-02 12:37:48
23.28,100,460,253,230,81.87,1685731071,2023-06-02 12:37:51
23.28,100,460,253,230,81.87,1685731074,2023-06-02 12:37:54
23.28,100,460,253,230,81.87,1685731077,2023-06-02 12:37:57
23.28,100,460,253,230,81.87,1685731080,2023-06-02 12:38:00
23.28,100,460,253,230,81.87,1685731083,2023-06-02 12:38:03
23.28,100,460,253,230,81.87,1685731086,2023-06-02 12:38:06
23.28,100,460,253,230,81.87,1685731089,2023-06-02 12:38:09
23.28,100,460,253,230,81.87,1685731092,2023-06-02 12:38:12
23.28,100,460,253,230,81.87,1685731095,2023-06-02 12:38:15
23.28,100,460,253,230,81.87,1685731098,2023-06-02 12:38:18
23.28,100,460,253,230,81.87,1685731101,2023-06-02 12:38:21
23.28,100,460,253,230,81.87,1685731104,2023-06-02 12:38:24
23.28,100,460,253,230,81.87,1685731107,2023-06-02 12:38:27
23.28,100,460,253,230,81.87,1685731110,2023-06-02 12:38:30
23.28,100,460,253,230,81.87,1685731113,2023-06-02 12:38:33
23.28,100,460,253,230,81.87,1685731116,2023-06-02 12:38:36
23.28,100,461,253,230,81.87,1685731119,2023-06-02 12:38:39
23.28,100,460,253,230,81.87,1685731122,2023-06-02 12:38:42
23.28,100,460,253,230,81.87,1685731125,2023-06-02 12:38:45
23.28,100,460,253,230,81.87,1685731128,2023-06-02 12:38:48
23.3,100,460,253,230,81.87,1685731131,2023-06-02 12:38:51
23.3,100,460,253,230,81.87,1685731134,2023-06-02 12:38:54
23.28,100,460,253,230,81.87,1685731137,2023-06-02 12:38:57
23.28,100,460,253,230,81.87,1685731140,2023-06-02 12:39:00
23.28,100,461,253,230,81.87,1685731143,2023-06-02 12:39:03
23.3,100,461,253,230,81.87,1685731146,2023-06-02 12:39:06
23.28,100,461,253,230,81.87,1685731149,2023-06-02 12:39:09
23.28,100,461,253,230,81.87,1685731152,2023-06-02 12:39:12
23.28,100,461,253,230,81.87,1685731155,2023-06-02 12:39:15
23.3,100,461,253,230,81.87,1685731158,2023-06-02 12:39:18
23.28,100,461,253,230,81.87,1685731161,2023-06-02 12:39:21
23.28,100,461,253,230,81.87,1685731164,2023-06-02 12:39:24
23.3,100,460,253,230,81.87,1685731167,2023-06-02 12:39:27
23.28,100,460,253,230,81.87,1685731170,2023-06-02 12:39:30
23.3,100,460,253,230,81.87,1685731173,2023-06-02 12:39:33
23.28,100,460,253,230,81.87,1685731176,2023-06-02 12:39:36
23.3,100,460,253,230,81.87,1685731179,2023-06-02 12:39:39
23.28,100,461,253,230,81.87,1685731182,2023-06-02 12:39:42
23.3,100,461,253,230,81.87,1685731185,2023-06-02 12:39:45
23.28,100,461,253,230,81.87,1685731188,2023-06-02 12:39:48
23.3,100,461,253,230,81.87,1685731191,2023-06-02 12:39:51
23.3,100,460,253,230,81.87,1685731194,2023-06-02 12:39:54
23.3,100,460,253,230,81.87,1685731197,2023-06-02 12:39:57
23.3,100,460,253,230,81.87,1685731200,2023-06-02 12:40:00
23.3,100,461,253,230,81.87,1685731203,2023-06-02 12:40:03
23.3,100,461,253,230,81.87,1685731206,2023-06-02 12:40:06
23.3,100,461,253,230,81.87,1685731209,2023-06-02 12:40:09
23.28,100,461,253,230,81.87,1685731212,2023-06-02 12:40:12
23.3,100,461,253,230,81.87,1685731216,2023-06-02 12:40:16
23.3,100,461,253,230,81.87,1685731219,2023-06-02 12:40:19
23.3,100,461,253,230,81.87,1685731222,2023-06-02 12:40:22
23.3,100,461,253,230,81.87,1685731225,2023-06-02 12:40:25
23.3,100,461,253,230,81.87,1685731228,2023-06-02 12:40:28
23.28,100,461,253,230,81.87,1685731231,2023-06-02 12:40:31
23.3,100,461,253,230,81.87,1685731234,2023-06-02 12:40:34
23.3,100,461,253,230,81.87,1685731237,2023-06-02 12:40:37
23.3,100,461,253,230,81.87,1685731240,2023-06-02 12:40:40
23.3,100,461,253,230,81.87,1685731243,2023-06-02 12:40:43
23.3,100,461,253,230,81.87,1685731246,2023-06-02 12:40:46
23.3,100,461,253,230,81.87,1685731249,2023-06-02 12:40:49
23.3,100,461,253,230,81.87,1685731252,2023-06-02 12:40:52
23.3,100,461,253,230,81.87,1685731255,2023-06-02 12:40:55
23.3,100,461,253,230,81.87,1685731258,2023-06-02 12:40:58
23.28,100,461,253,230,81.87,1685731261,2023-06-02 12:41:01
23.3,100,461,253,230,81.87,1685731264,2023-06-02 12:41:04
23.3,100,461,253,230,81.87,1685731267,2023-06-02 12:41:07
23.3,100,461,253,230,81.87,1685731270,2023-06-02 12:41:10
23.33,100,461,253,230,81.87,1685731273,2023-06-02 12:41:13
23.3,100,461,253,230,81.87,1685731276,2023-06-02 12:41:16
23.3,100,461,253,230,81.87,1685731279,2023-06-02 12:41:19
23.3,100,461,253,230,81.87,1685731282,2023-06-02 12:41:22
23.3,100,461,253,230,81.87,1685731285,2023-06-02 12:41:25
23.3,100,461,253,230,81.87,1685731288,2023-06-02 12:41:28
23.33,100,461,253,230,81.87,1685731291,2023-06-02 12:41:31
23.3,100,461,253,230,81.87,1685731294,2023-06-02 12:41:34
23.33,100,461,253,230,81.87,1685731297,2023-06-02 12:41:37
23.3,100,461,253,230,81.87,1685731300,2023-06-02 12:41:40
23.3,100,461,253,230,81.87,1685731303,2023-06-02 12:41:43
23.3,100,461,253,230,81.87,1685731306,2023-06-02 12:41:46
23.3,100,461,253,230,81.87,1685731309,2023-06-02 12:41:49
23.3,100,461,253,230,81.87,1685731312,2023-06-02 12:41:52
23.3,100,461,253,230,81.87,1685731315,2023-06-02 12:41:55
23.3,100,461,253,230,81.87,1685731318,2023-06-02 12:41:58
23.33,100,461,253,230,81.87,1685731321,2023-06-02 12:42:01
23.3,100,461,253,230,81.87,1685731324,2023-06-02 12:42:04
23.33,100,461,253,230,81.87,1685731327,2023-06-02 12:42:07
23.33,100,461,253,230,81.87,1685731330,2023-06-02 12:42:10
23.3,100,461,253,230,81.87,1685731333,2023-06-02 12:42:13
23.33,100,461,253,230,81.87,1685731336,2023-06-02 12:42:16
23.33,100,461,253,230,81.87,1685731339,2023-06-02 12:42:19
23.3,100,461,253,230,81.87,1685731342,2023-06-02 12:42:22
23.33,100,461,253,230,81.87,1685731345,2023-06-02 12:42:25
23.33,100,461,253,230,81.87,1685731348,2023-06-02 12:42:28
23.33,100,461,253,230,81.87,1685731351,2023-06-02 12:42:31
23.3,100,461,253,230,81.87,1685731354,2023-06-02 12:42:34
23.3,100,461,253,230,81.87,1685731357,2023-06-02 12:42:37
23.33,100,461,253,230,81.87,1685731360,2023-06-02 12:42:40
23.33,100,461,253,230,81.87,1685731363,2023-06-02 12:42:43
23.33,100,462,254,231,81.87,1685731366,2023-06-02 12:42:46
23.33,100,462,254,231,81.87,1685731369,2023-06-02 12:42:49
23.33,100,462,254,231,81.87,1685731372,2023-06-02 12:42:52
23.33,100,462,254,231,81.87,1685731375,2023-06-02 12:42:55
23.33,100,461,253,230,81.87,1685731378,2023-06-02 12:42:58
23.33,100,461,253,230,81.87,1685731381,2023-06-02 12:43:01
23.33,100,461,253,230,81.87,1685731384,2023-06-02 12:43:04
23.33,100,461,253,230,81.87,1685731387,2023-06-02 12:43:07
23.33,100,461,253,230,81.87,1685731390,2023-06-02 12:43:10
23.33,100,461,253,230,81.87,1685731393,2023-06-02 12:43:13
23.35,100,462,254,231,81.87,1685731396,2023-06-02 12:43:16
23.33,100,462,254,231,81.87,1685731399,2023-06-02 12:43:19
23.33,100,462,254,231,81.87,1685731402,2023-06-02 12:43:22
23.33,100,462,254,231,81.87,1685731405,2023-06-02 12:43:25
23.33,100,462,254,231,81.87,1685731408,2023-06-02 12:43:28
23.33,100,462,254,231,81.87,1685731411,2023-06-02 12:43:31
23.35,100,462,254,231,81.87,1685731414,2023-06-02 12:43:34
23.33,100,462,254,231,81.87,1685731417,2023-06-02 12:43:37
23.33,100,462,254,231,81.87,1685731420,2023-06-02 12:43:40
23.33,100,462,254,231,81.87,1685731423,2023-06-02 12:43:43
23.35,100,462,254,231,81.87,1685731426,2023-06-02 12:43:46
23.33,100,462,254,231,81.87,1685731429,2023-06-02 12:43:49
23.35,100,462,254,231,81.87,1685731433,2023-06-02 12:43:53
23.35,100,462,254,231,81.87,1685731436,2023-06-02 12:43:56
23.33,100,462,254,231,81.87,1685731439,2023-06-02 12:43:59
23.35,100,462,254,231,81.87,1685731442,2023-06-02 12:44:02
23.33,100,462,254,231,81.87,1685731445,2023-06-02 12:44:05
23.33,100,462,254,231,81.87,1685731448,2023-06-02 12:44:08
23.33,100,462,254,231,81.87,1685731451,2023-06-02 12:44:11
23.35,100,462,254,231,81.87,1685731454,2023-06-02 12:44:14
23.33,100,462,254,231,81.87,1685731457,2023-06-02 12:44:17
23.33,100,462,254,231,81.87,1685731460,2023-06-02 12:44:20
23.35,100,462,254,231,81.87,1685731463,2023-06-02 12:44:23
23.35,100,462,254,231,81.87,1685731466,2023-06-02 12:44:26
23.35,100,462,254,231,81.87,1685731469,2023-06-02 12:44:29
23.33,100,462,254,231,81.87,1685731472,2023-06-02 12:44:32
23.35,100,462,254,231,81.87,1685731475,2023-06-02 12:44:35
23.35,100,462,254,231,81.87,1685731478,2023-06-02 12:44:38
23.35,100,461,253,230,81.87,1685731481,2023-06-02 12:44:41
23.33,100,461,253,230,81.87,1685731484,2023-06-02 12:44:44
23.35,100,462,254,231,81.87,1685731487,2023-06-02 12:44:47
23.35,100,462,254,231,81.87,1685731490,2023-06-02 12:44:50
23.35,100,462,254,231,81.87,1685731493,2023-06-02 12:44:53
23.35,100,462,254,231,81.87,1685731496,2023-06-02 12:44:56
23.35,100,462,254,231,81.87,1685731499,2023-06-02 12:44:59
23.35,100,462,254,231,81.87,1685731502,2023-06-02 12:45:02
23.35,100,462,254,231,81.87,1685731505,2023-06-02 12:45:05
23.38,100,462,254,231,81.87,1685731508,2023-06-02 12:45:08
23.35,100,462,254,231,81.87,1685731511,2023-06-02 12:45:11
23.35,100,462,254,231,81.87,1685731514,2023-06-02 12:45:14
23.35,100,462,254,231,81.87,1685731517,2023-06-02 12:45:17
23.35,100,462,254,231,81.87,1685731520,2023-06-02 12:45:20
23.35,100,462,254,231,81.87,1685731523,2023-06-02 12:45:23
23.35,100,462,254,231,81.87,1685731526,2023-06-02 12:45:26
23.35,100,462,254,231,81.87,1685731529,2023-06-02 12:45:29
23.35,100,462,254,231,81.87,1685731532,2023-06-02 12:45:32
23.38,100,462,254,231,81.87,1685731535,2023-06-02 12:45:35
23.38,100,461,253,230,81.87,1685731538,2023-06-02 12:45:38
23.38,100,461,253,230,81.87,1685731541,2023-06-02 12:45:41
23.38,100,461,253,230,81.87,1685731544,2023-06-02 12:45:44
23.38,100,461,253,230,81.87,1685731547,2023-06-02 12:45:47
23.38,100,461,253,230,81.87,1685731550,2023-06-02 12:45:50
23.38,100,461,253,230,81.87,1685731553,2023-06-02 12:45:53
23.38,100,461,253,230,81.87,1685731556,2023-06-02 12:45:56
23.38,100,462,254,231,81.87,1685731559,2023-06-02 12:45:59
23.38,100,462,254,231,81.87,1685731562,2023-06-02 12:46:02
23.38,100,461,253,230,81.87,1685731565,2023-06-02 12:46:05
23.38,100,461,253,230,81.87,1685731568,2023-06-02 12:46:08
23.38,100,461,253,230,81.87,1685731571,2023-06-02 12:46:11
23.38,100,462,254,231,81.87,1685731574,2023-06-02 12:46:14
23.38,100,462,254,231,81.87,1685731577,2023-06-02 12:46:17
23.38,100,462,254,231,81.87,1685731580,2023-06-02 12:46:20
23.38,100,462,254,231,81.87,1685731583,2023-06-02 12:46:23
23.38,100,461,253,230,81.87,1685731586,2023-06-02 12:46:26
23.38,100,461,253,230,81.87,1685731589,2023-06-02 12:46:29
23.38,100,461,253,230,81.87,1685731592,2023-06-02 12:46:32
23.38,100,461,253,230,81.87,1685731595,2023-06-02 12:46:35
23.38,100,461,253,230,81.87,1685731598,2023-06-02 12:46:38
23.38,100,462,254,231,81.87,1685731601,2023-06-02 12:46:41
23.38,100,462,254,231,81.87,1685731604,2023-06-02 12:46:44
23.38,100,462,254,231,81.87,1685731607,2023-06-02 12:46:47
23.38,100,462,254,231,81.87,1685731610,2023-06-02 12:46:50
23.38,100,462,254,231,81.87,1685731613,2023-06-02 12:46:53
23.38,100,462,254,231,81.87,1685731616,2023-06-02 12:46:56
23.38,100,463,254,231,81.87,1685731619,2023-06-02 12:46:59
23.38,100,462,254,231,81.87,1685731622,2023-06-02 12:47:02
23.38,100,462,254,231,81.87,1685731625,2023-06-02 12:47:05
23.38,100,461,253,230,81.87,1685731628,2023-06-02 12:47:08
23.35,100,461,253,230,81.87,1685731631,2023-06-02 12:47:11
23.38,100,461,253,230,81.87,1685731634,2023-06-02 12:47:14
23.38,100,461,253,230,81.87,1685731638,2023-06-02 12:47:18
23.38,100,461,253,230,81.87,1685731641,2023-06-02 12:47:21
23.38,100,461,253,230,81.87,1685731644,2023-06-02 12:47:24
23.38,100,461,253,230,81.87,1685731647,2023-06-02 12:47:27
23.38,100,461,253,230,81.87,1685731650,2023-06-02 12:47:30
23.38,100,461,253,230,81.87,1685731653,2023-06-02 12:47:33
23.38,100,462,254,231,81.87,1685731656,2023-06-02 12:47:36
23.38,100,462,254,231,81.87,1685731659,2023-06-02 12:47:39
23.38,100,461,253,230,81.87,1685731662,2023-06-02 12:47:42
