_id,x,y,site_name,z,local_datetime,timestamp
648a313feb9c75b2402dc3de,663705.4596,5883937.256,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3d6,663705.4596,5883745.634,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3d7,663705.4596,5883769.587,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3d8,663705.4596,5883793.539,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3d9,663705.4596,5883817.492,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3da,663705.4596,5883841.445,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3d1,663705.4596,5883625.87,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3d2,663705.4596,5883649.823,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3d3,663705.4596,5883673.776,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3d4,663705.4596,5883697.729,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3d5,663705.4596,5883721.681,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3cc,663705.4596,5883506.107,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3cd,663705.4596,5883530.06,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3ce,663705.4596,5883554.012,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3cf,663705.4596,5883577.965,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3d0,663705.4596,5883601.918,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3c8,663705.4596,5883410.296,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3c9,663705.4596,5883434.249,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3ca,663705.4596,5883458.201,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3cb,663705.4596,5883482.154,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3c3,663691.9675,5884272.594,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3c4,663691.9675,5884296.546,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3c5,663691.9675,5884320.499,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3c6,663705.4596,5883362.391,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3c7,663705.4596,5883386.343,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3be,663691.9675,5884152.83,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3bf,663691.9675,5884176.783,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3c0,663691.9675,5884200.736,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3c1,663691.9675,5884224.688,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3c2,663691.9675,5884248.641,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3ba,663691.9675,5884057.019,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3bb,663691.9675,5884080.972,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3bc,663691.9675,5884104.925,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3bd,663691.9675,5884128.877,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3b5,663691.9675,5883937.256,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3b6,663691.9675,5883961.208,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3b7,663691.9675,5883985.161,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3b8,663691.9675,5884009.114,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3b9,663691.9675,5884033.067,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3b0,663691.9675,5883817.492,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3b1,663691.9675,5883841.445,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3b2,663691.9675,5883865.398,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3b3,663691.9675,5883889.35,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3b4,663691.9675,5883913.303,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3ab,663691.9675,5883697.729,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3ac,663691.9675,5883721.681,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3ad,663691.9675,5883745.634,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3ae,663691.9675,5883769.587,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3af,663691.9675,5883793.539,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3a7,663691.9675,5883601.918,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3a8,663691.9675,5883625.87,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3a9,663691.9675,5883649.823,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3aa,663691.9675,5883673.776,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3a2,663691.9675,5883482.154,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3a3,663691.9675,5883506.107,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3a4,663691.9675,5883530.06,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3a5,663691.9675,5883554.012,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3a6,663691.9675,5883577.965,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc39d,663691.9675,5883362.391,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc39e,663691.9675,5883386.343,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc39f,663691.9675,5883410.296,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3a0,663691.9675,5883434.249,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc3a1,663691.9675,5883458.201,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc399,663678.4753,5884248.641,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc39a,663678.4753,5884272.594,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc39b,663678.4753,5884296.546,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc39c,663678.4753,5884320.499,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc394,663678.4753,5884128.877,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc395,663678.4753,5884152.83,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc396,663678.4753,5884176.783,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc397,663678.4753,5884200.736,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc398,663678.4753,5884224.688,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc38f,663678.4753,5884009.114,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc390,663678.4753,5884033.067,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc391,663678.4753,5884057.019,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc392,663678.4753,5884080.972,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc393,663678.4753,5884104.925,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc38a,663678.4753,5883889.35,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc38b,663678.4753,5883913.303,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc38c,663678.4753,5883937.256,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc38d,663678.4753,5883961.208,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc38e,663678.4753,5883985.161,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc385,663678.4753,5883769.587,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc386,663678.4753,5883793.539,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc387,663678.4753,5883817.492,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc388,663678.4753,5883841.445,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc389,663678.4753,5883865.398,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc381,663678.4753,5883673.776,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc382,663678.4753,5883697.729,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc383,663678.4753,5883721.681,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc384,663678.4753,5883745.634,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc37c,663678.4753,5883554.012,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc37d,663678.4753,5883577.965,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc37e,663678.4753,5883601.918,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc37f,663678.4753,5883625.87,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc380,663678.4753,5883649.823,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc377,663678.4753,5883434.249,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc378,663678.4753,5883458.201,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc379,663678.4753,5883482.154,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc37a,663678.4753,5883506.107,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc37b,663678.4753,5883530.06,Meota,542,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc372,663664.9832,5884296.546,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc373,663664.9832,5884320.499,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc374,663678.4753,5883362.391,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc375,663678.4753,5883386.343,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc376,663678.4753,5883410.296,Meota,541,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc36e,663664.9832,5884200.736,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc36f,663664.9832,5884224.688,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc370,663664.9832,5884248.641,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc371,663664.9832,5884272.594,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc369,663664.9832,5884080.972,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc36a,663664.9832,5884104.925,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc36b,663664.9832,5884128.877,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc36c,663664.9832,5884152.83,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc36d,663664.9832,5884176.783,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc364,663664.9832,5883961.208,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc365,663664.9832,5883985.161,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc366,663664.9832,5884009.114,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc367,663664.9832,5884033.067,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc368,663664.9832,5884057.019,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc35f,663664.9832,5883841.445,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc360,663664.9832,5883865.398,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc361,663664.9832,5883889.35,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc362,663664.9832,5883913.303,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc363,663664.9832,5883937.256,Meota,543,"6/14/2023, 3:29:35 PM",1.68678E+12
648a313feb9c75b2402dc35b,663664.9832,5883745.634,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc35c,663664.9832,5883769.587,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc35d,663664.9832,5883793.539,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc35e,663664.9832,5883817.492,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc356,663664.9832,5883625.87,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc357,663664.9832,5883649.823,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc358,663664.9832,5883673.776,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc359,663664.9832,5883697.729,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc35a,663664.9832,5883721.681,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc351,663664.9832,5883506.107,Meota,541,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc352,663664.9832,5883530.06,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc353,663664.9832,5883554.012,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc354,663664.9832,5883577.965,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc355,663664.9832,5883601.918,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc34c,663664.9832,5883386.343,Meota,541,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc34d,663664.9832,5883410.296,Meota,541,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc34e,663664.9832,5883434.249,Meota,541,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc34f,663664.9832,5883458.201,Meota,541,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc350,663664.9832,5883482.154,Meota,541,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc347,663651.491,5884248.641,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc348,663651.491,5884272.594,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc349,663651.491,5884296.546,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc34a,663651.491,5884320.499,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc34b,663664.9832,5883362.391,Meota,541,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc343,663651.491,5884152.83,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc344,663651.491,5884176.783,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc345,663651.491,5884200.736,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc346,663651.491,5884224.688,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc33e,663651.491,5884033.067,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc33f,663651.491,5884057.019,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc340,663651.491,5884080.972,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc341,663651.491,5884104.925,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc342,663651.491,5884128.877,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc339,663651.491,5883913.303,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc33a,663651.491,5883937.256,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc33b,663651.491,5883961.208,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc33c,663651.491,5883985.161,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc33d,663651.491,5884009.114,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc334,663651.491,5883793.539,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc335,663651.491,5883817.492,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc336,663651.491,5883841.445,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc337,663651.491,5883865.398,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc338,663651.491,5883889.35,Meota,543,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc32f,663651.491,5883673.776,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc330,663651.491,5883697.729,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc331,663651.491,5883721.681,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
648a313feb9c75b2402dc332,663651.491,5883745.634,Meota,542,"6/14/2023, 3:29:34 PM",1.68678E+12
