Elevation_,x,y
1774.4573,663929.9502082756,5883836.0688544372
1774.4835,663932.0655097933,5883836.1523793507
1774.4606,663934.1887516504,5883836.1781658363
1774.4704,663936.3227125722,5883836.2356074518
1774.5065,663938.4511016266,5883836.2853995133
1774.5557,663940.5735180854,5883836.3883226328
1774.6377,663942.7135481952,5883836.4447496943
1774.6541,663944.8493921002,5883836.5432343781
1774.6279,663946.9830531488,5883836.6192650944
1774.6344,663949.1130820180,5883836.7015192956
1774.6246,663951.2542471082,5883836.8404955389
1774.5491,663953.3865561961,5883836.8717222512
1774.4015,663955.5248228362,5883836.9640591778
1774.2670,663957.6657300394,5883837.0321027637
1774.1948,663959.8211153136,5883837.1042051418
1774.0833,663961.9531260460,5883837.1932134815
1773.9816,663964.0757515352,5883837.2586309249
1774.0012,663966.2131888171,5883837.2575258845
1773.9684,663968.3722887932,5883837.3327653781
1774.0045,663970.4876535310,5883837.3850214947
1773.9553,663972.5601776636,5883837.5509449914
1773.8733,663974.7246547600,5883837.6611107513
1773.8405,663976.8742637312,5883837.7354729641
1773.7781,663979.0241481746,5883837.8096228689
1773.8175,663981.1290454238,5883837.7914899336
1773.8667,663983.2202472812,5883837.9111802364
1773.9258,663985.3770896572,5883837.9798922222
1773.9619,663987.5229665510,5883838.0339782080
1774.0242,663989.6299902432,5883838.0850669043
1774.0833,663991.7046080262,5883838.1034268476
1774.1522,663993.8146955884,5883838.2237673365
1774.2145,663995.9386381294,5883838.2840107000
1774.2670,663998.0511282730,5883838.3085671645
1774.3424,664000.1730139934,5883838.3269877294
1774.4015,664002.2697645406,5883838.4550042134
1774.4474,664004.3683870066,5883838.5517976722
1774.5065,664006.4809335942,5883838.6315868897
1774.5065,664008.6247364138,5883838.6777059250
1774.5032,664010.7562717256,5883838.7904362185
1774.5098,664012.8843605490,5883838.8588456791
1774.5131,664015.0040527610,5883838.9512422346
1774.5688,664017.1283910231,5883839.0705213659
1774.6049,664019.2653550552,5883839.1421320541
1774.5984,664021.3800530924,5883839.2864701534
1774.5655,664023.5098206294,5883839.3842254626
1774.5787,664025.6422365478,5883839.4221686563
1774.6312,664027.7690015214,5883839.4488964342
1774.6673,664029.8902079186,5883839.4754351052
1774.6705,664032.0079261817,5883839.5196706532
1774.6508,664034.1246477888,5883839.6087451000
1774.5787,664036.2540296854,5883839.7197429491
1774.5459,664038.3658079586,5883839.7259209007
1774.4770,664040.4844653244,5883839.8034844659
1774.3753,664042.6079046668,5883839.9000297850
1774.2539,664044.7359170356,5883839.9608793166
1774.1095,664046.8593984134,5883839.9954087771
1773.9684,664048.9764221956,5883840.0932963798
1773.8405,664051.0927605098,5883840.2426028848
1773.7749,664053.2247243066,5883840.3133896673
1773.7092,664055.3444147492,5883840.3372154776
1773.6732,664057.4835890748,5883840.3932191413
1773.7158,664059.5986321666,5883840.4725604309
1773.7617,664061.7422270600,5883840.5130175110
1773.7453,664063.8643295466,5883840.5957197547
1773.7060,664065.9958187186,5883840.6392164482
1773.6797,664068.1339033084,5883840.6996413991
1773.6600,664070.2689221927,5883840.8399082143
1773.6666,664072.4026478064,5883840.9180012112
1773.6010,664074.5407225720,5883840.9865568746
1773.5813,664076.6710135024,5883841.1101857871
1773.5091,664078.8037086806,5883841.2478160076
1773.4402,664080.9206067704,5883841.3140914375
1773.4008,664083.0431899172,5883841.3905832972
1773.3779,664085.1747108258,5883841.5409808848
1773.4074,664087.2938927014,5883841.6679089665
1773.4566,664089.4170519792,5883841.8196926359
1773.5026,664091.5356997156,5883841.8348138630
1773.5124,664093.6700170112,5883841.8328794558
1773.5550,664095.8016667212,5883841.8109239815
1773.5386,664097.9254228144,5883841.8413656848
1773.5485,664100.0450442410,5883841.8731143875
1773.5190,664102.1749488964,5883841.9159048991
1773.5190,664104.2932883676,5883841.9008466834
1773.5222,664106.4160812186,5883841.9457340576
1773.5124,664108.5254787562,5883841.9470736030
1773.5222,664110.6527239016,5883842.0186152859
1773.5911,664112.7650259420,5883842.0663756179
1773.6535,664114.8997280780,5883842.1962964218
1773.7060,664117.0166668044,5883842.3221588209
1773.7289,664119.1388040382,5883842.4371768273
1773.7749,664121.2557457208,5883842.5688311523
1773.8667,664123.3783221262,5883842.7180490186
1773.9028,664125.4991042850,5883842.7746786447
1773.9455,664127.6161019354,5883842.8615769586
1773.9586,664129.7389594110,5883842.9143823776
1774.0045,664131.8601457634,5883843.0023166286
1774.0767,664133.9699180028,5883843.0593527546
1774.1554,664136.0932875776,5883843.0795543790
1774.2014,664138.2013947684,5883843.1833003601
1774.2243,664140.3077880072,5883843.2411144283
1774.2473,664142.4204856094,5883843.2381279748
1774.2342,664144.5306231686,5883843.3040888561
1774.2047,664146.2205414301,5883843.3725974942
1774.2079,664146.6545057755,5883843.3837710219
1774.1194,664148.7630626378,5883843.4586986406
1774.0734,664150.0276694774,5883843.5374865448
1774.0308,664150.8894999648,5883843.5793337682
1773.9356,664152.1486151374,5883843.6579343332
1773.8995,664152.9840419792,5883843.8972955942
1773.7978,664154.6735711648,5883844.4180779736
1773.7027,664155.0873380302,5883844.5923499241
1773.6371,664156.8076203662,5883845.0373571767
1773.5682,664157.2404801056,5883845.1454755133
1773.5058,664158.9725020812,5883845.4864434851
1773.4730,664159.3997379668,5883845.4943816233
1773.3943,664161.5643173784,5883845.6368141668
1773.3057,664163.7030687840,5883845.5484361118
1773.2335,664164.9801901344,5883845.4633107316
1773.1942,664165.8226279898,5883845.4076267621
1773.0531,664167.9656886604,5883845.3187299781
1772.8858,664169.6846686280,5883845.2511754632
1772.9120,664170.1394378390,5883845.3029246293
1772.8136,664172.4017166028,5883845.5999120595
1775.1495,664144.6054620265,5883861.1565026231
1775.1758,664143.8029824134,5883861.6454651542
1775.1758,664142.9771400274,5883862.1059035286
1775.1200,664142.5725320146,5883862.3028366296
1775.1233,664141.7206419634,5883862.6740873083
1775.0544,664139.5788052998,5883863.3095192323
1774.9822,664137.4276926600,5883863.7006775029
1774.9658,664136.5599375928,5883863.7929120576
1774.8641,664135.2569750792,5883863.8868476395
1774.7985,664133.0991468510,5883863.8804985844
1774.7263,664130.9481912670,5883863.7751771016
1774.6640,664130.0857250134,5883863.6834288947
1774.6213,664129.2300867258,5883863.5959228622
1774.6049,664128.8107776380,5883863.4994050842
1774.5951,664128.3846765334,5883863.4642288443
1774.4835,664126.6700298270,5883863.2485726224
1774.4474,664125.8112054864,5883863.0934830569
1774.4015,664125.3920957394,5883863.0087749865
1774.3654,664124.5356907868,5883862.8868379276
1774.2834,664123.2553540516,5883862.6702298066
1774.2342,664122.4034111120,5883862.5864144685
1774.1522,664120.2646116414,5883862.3217334086
1774.0439,664118.1304630068,5883862.1210131692
1773.9291,664115.9890503496,5883861.9464341896
1773.8110,664113.8497144062,5883861.7660259213
1773.6436,664111.7104018548,5883861.6829350451
1773.5452,664109.5676754906,5883861.6271192469
1773.4337,664107.4257783592,5883861.6313477848
1773.3484,664105.2927135822,5883861.6067069815
1773.2663,664103.1520992712,5883861.5675567128
1773.1909,664101.0135136574,5883861.5867102817
1773.1876,664098.8783937373,5883861.5143463267
1773.2138,664096.7439259782,5883861.5150480121
1773.2827,664094.6130946185,5883861.5290137473
1773.3549,664092.4767749858,5883861.4936895212
1773.4599,664090.3526561686,5883861.4525482282
1773.5583,664088.2273615142,5883861.4065798176
1773.6600,664086.0993712936,5883861.2982782517
1773.7716,664083.9795406784,5883861.2395825796
1773.9127,664081.8452434222,5883861.1666976195
1774.0275,664079.7198917238,5883861.0675080838
1774.1587,664077.5995308778,5883860.9713851539
1774.2473,664075.4712490964,5883860.8696477031
1774.3260,664073.3523797354,5883860.7691238606
1774.3851,664071.2438075098,5883860.6459046798
1774.4474,664069.1393194196,5883860.5542254122
1774.4868,664067.0317359320,5883860.4471869385
1774.4802,664064.8934403968,5883860.3520151358
1774.5426,664062.7889661068,5883860.3167910734
1774.6148,664060.6687986982,5883860.3306911727
1774.7165,664058.5588326812,5883860.2854828006
1774.8018,664056.4430729548,5883860.2410793407
1774.8936,664054.3137714976,5883860.1593585359
1774.9232,664052.1990503770,5883860.1041919924
1774.9461,664050.0892985706,5883860.0762531534
1774.9363,664047.9723518692,5883859.9665646488
1774.8871,664045.8450033374,5883859.8198888879
1774.8510,664043.7161082708,5883859.6713796705
1774.8411,664041.5842866864,5883859.5457084151
1774.7886,664039.4580809036,5883859.4989510626
1774.8050,664037.3290653375,5883859.4833865315
1774.7919,664035.1976941080,5883859.3876853297
1774.7657,664033.0748447196,5883859.3506212402
1774.7427,664030.9408928544,5883859.3539307611
1774.6607,664028.8117849026,5883859.3528416995
1774.5360,664026.6708272316,5883859.3002410810
1774.4737,664024.5400406676,5883859.1835204009
1774.4999,664022.3954146490,5883859.0950545287
1774.5032,664020.2685846986,5883859.0116518363
1774.4606,664018.1481614532,5883858.9997299220
1774.4409,664016.0094127478,5883858.9080161434
1774.4113,664013.8693776226,5883858.7794041513
1774.3162,664011.7411887776,5883858.6004247842
1774.2112,664009.6169381904,5883858.4494172521
1774.2342,664007.4746738856,5883858.4840750135
1774.2900,664005.3180551294,5883858.4679150824
1774.3818,664003.1957322127,5883858.4488087567
1774.4179,664001.0843825974,5883858.3519143090
1774.4966,663998.9416370534,5883858.2202100251
1774.5262,663996.8057281337,5883858.1984152030
1774.4999,663994.6829636580,5883858.1726168497
1774.5163,663992.5649385750,5883858.1121304668
1774.6377,663990.4195191398,5883857.9017290520
1774.6574,663988.2751790570,5883857.8186327927
1774.5787,663986.1688226706,5883857.7776994286
1774.5131,663984.0480091800,5883857.7654452110
1774.5295,663981.8953183064,5883857.6383077996
1774.6607,663979.8218311046,5883857.6479378659
1774.7296,663977.7655663176,5883857.6637247307
1774.7001,663975.6869548212,5883857.5976895569
1774.8313,663973.5375714372,5883857.3678975673
1774.8838,663971.4235293700,5883857.3046616949
1774.9035,663969.4536520308,5883857.2274253573
1774.8871,663967.3942445890,5883857.1899977187
1774.8313,663965.2194651690,5883857.0813755551
1774.8313,663963.0664794904,5883856.9962135823
1774.8215,663960.9304929246,5883856.8707699496
1774.7854,663958.8441216702,5883856.8022499932
1774.7591,663956.7280197260,5883856.6698050089
1774.7263,663954.5789226920,5883856.5630674884
1774.6508,663952.4854192896,5883856.5404033586
1774.6180,663950.3543096164,5883856.5194613030
1774.5852,663948.2199232414,5883856.4864943093
1774.4966,663946.0879200182,5883856.4249940626
1774.3982,663943.9448780000,5883856.3627835046
1774.3621,663941.8049783714,5883856.3027968425
1774.3523,663939.6676167784,5883856.2784168860
1774.3424,663937.5435273524,5883856.2482560929
1774.3228,663935.4191583910,5883856.1772231096
1774.2768,663933.2828004924,5883856.1489832224
1774.2014,663931.1363171218,5883856.0187404128
1774.1489,663929.0024260269,5883855.9124226095
1774.0472,663926.8918313195,5883855.7836306915
1773.9783,663924.7633999474,5883855.6646966711
1773.9225,663922.6303683112,5883855.5999427205
1773.9291,663920.5186847984,5883855.4794672802
1773.9225,663918.4075721196,5883855.3776068715
1773.8700,663916.3026929054,5883855.2895444455
1773.8011,663914.1941777467,5883855.2392159747
1773.7191,663912.0793416834,5883855.2090485841
1773.6994,663909.9678598606,5883855.1238810131
1773.6371,663907.8375715936,5883855.0887337644
1773.6141,663905.7375613116,5883855.0603004843
1773.5780,663903.6127257154,5883855.0068581523
1773.5846,663901.5088952206,5883854.9509053733
1773.6207,663899.4076318730,5883854.8688751785
1773.6207,663897.3050761460,5883854.7991610328
1773.6600,663895.2044265516,5883854.7541201413
1773.6403,663893.0930628566,5883854.6596110761
1773.6108,663890.9986271142,5883854.5720278844
1773.5813,663888.9012149062,5883854.5264322767
1773.6207,663886.7921271744,5883854.4281066703
1773.6502,663884.7006347226,5883854.3348368453
1773.6633,663882.6089528194,5883854.2569270507
1773.9389,663881.5112937110,5883874.3482390027
1773.9159,663882.3625344898,5883874.3563844198
1773.8995,663884.5006398986,5883874.3999160379
1773.9389,663886.6393743600,5883874.4799912060
1773.9881,663888.7663564978,5883874.4212642135
1774.0242,663890.8764291130,5883874.4139585439
1774.0537,663893.0060517566,5883874.4781369958
1774.1226,663895.1305782468,5883874.4775622813
1774.2276,663897.2567740504,5883874.5576592088
1774.3162,663899.3607417750,5883874.6387792118
1774.3884,663901.4729250206,5883874.7247459497
1774.4802,663903.5850450913,5883874.8262997428
1774.5819,663905.6933753182,5883874.8994433954
1774.6049,663907.7857969363,5883874.9868533211
1774.6180,663909.8895427304,5883875.0607329495
1774.6574,663912.0010442772,5883875.1215171022
1774.7165,663914.1070585235,5883875.1604024498
1774.7624,663916.1952823326,5883875.2176095080
1774.8116,663918.2757726696,5883875.2931478368
1774.7854,663920.3795036350,5883875.3929749234
1774.7657,663922.4708346218,5883875.4652110944
1774.7591,663924.5719874256,5883875.5541514782
1774.7591,663926.6490308940,5883875.6108697271
1774.7427,663928.7386401618,5883875.6608921718
1774.7460,663930.8445184192,5883875.7390849739
1774.7132,663932.9478271854,5883875.7943651965
1774.7296,663935.0426992758,5883875.9042510893
1774.7361,663937.1378278000,5883876.0144806970
1774.8149,663939.2424548484,5883876.0213736948
1774.8543,663941.3436776390,5883876.0592165152
1774.8543,663943.4567684110,5883876.1088229967
1774.8116,663945.5498723560,5883876.1782348612
1774.8280,663947.6674555562,5883876.2670787834
1774.8083,663949.7958120872,5883876.3997163307
1774.7657,663951.8886837109,5883876.5230139690
1774.9232,663954.0098671268,5883876.5516347848
1775.0544,663956.1114312416,5883876.6579728723
1775.1298,663958.2114909530,5883876.7298548846
1775.1495,663960.3078142186,5883876.7874693144
1775.0642,663962.3767814622,5883876.8627443276
1775.1856,663964.4915726646,5883876.9018404279
1775.2414,663966.6459018536,5883877.0102091851
1775.2676,663968.7297763578,5883877.0514795044
1775.2086,663970.8453776820,5883877.1433835998
1775.1495,663972.9959537834,5883877.1987380898
1775.1266,663975.0904318232,5883877.2868044339
1775.1397,663977.1955302918,5883877.2956230547
1775.1364,663979.2588173492,5883877.3997722445
1775.1298,663981.3823168288,5883877.5234615784
1775.1495,663983.5208213734,5883877.6220554039
1775.1036,663985.5652786536,5883877.6944984496
1775.0970,663987.6302700971,5883877.7468227539
1775.0839,663989.7537268550,5883877.8011464290
1775.1167,663991.8779102196,5883877.7773317117
1775.1200,663993.9825576214,5883877.8130877586
1775.1331,663996.0851011608,5883877.8358567972
1775.1298,663998.1867457414,5883877.8515812904
1775.1659,664000.2823416508,5883877.9422577946
1775.1594,664002.3868735132,5883878.1363461493
1775.1430,664004.4846743374,5883878.2645117873
1775.0741,664006.6004559284,5883878.4197931429
1775.0052,664008.7105433828,5883878.4650946101
1774.9068,664010.8118055536,5883878.5508475685
1774.8247,664012.9206914110,5883878.5705004605
1774.7165,664015.0458057855,5883878.6018435946
1774.6607,664017.1542070023,5883878.6533264490
1774.5393,664019.2785678495,5883878.7380912984
1774.4245,664021.3985286003,5883878.8005489977
1774.3687,664023.5211817804,5883878.8901565252
1774.3818,664025.6388167974,5883878.9833791545
1774.4048,664027.7413331172,5883879.0736362189
1774.4310,664029.8589875470,5883879.1859013783
1774.4310,664031.9802120264,5883879.2702305922
1774.4573,664034.1003613709,5883879.3644336946
1774.5163,664036.2197982518,5883879.3853483461
1774.5688,664038.3234964486,5883879.4116270766
1774.5131,664040.4533205752,5883879.4993717475
1774.4573,664042.5775584726,5883879.5387139516
1774.4146,664044.6886682720,5883879.5600156849
1774.3457,664046.8029758896,5883879.6544700349
1774.3293,664048.9184741850,5883879.7337117661
1774.2670,664051.0399356204,5883879.7993515544
1774.1620,664053.1584679740,5883879.8310432266
1774.0505,664055.2762587434,5883879.8844227595
1773.9291,664057.3901737035,5883879.9864398213
1773.8274,664059.5011882392,5883880.1262159524
1773.7453,664061.6123106760,5883880.2157800831
1773.7191,664063.7415791124,5883880.3550688718
1773.7388,664065.8634498512,5883880.4205065342
1773.7945,664067.9876281618,5883880.4949316578
1773.9159,664070.1085026736,5883880.6091062697
1774.0242,664072.2327607610,5883880.6263046376
1774.1587,664074.3601237268,5883880.6860326044
1774.3260,664076.4833112868,5883880.7168916846
1774.4934,664078.5904024078,5883880.8086636756
1774.7066,664080.6973922148,5883880.8367437413
1774.8903,664082.8121698962,5883880.8841311019
1775.0806,664084.9075421692,5883880.9989988795
1775.2840,664086.9922993866,5883881.0988069614
1775.4809,664089.0758894994,5883881.1621661866
1775.6777,664091.1383564494,5883881.2216861695
1775.8713,664093.2181100054,5883881.2658759616
1776.0386,664095.2911978452,5883881.3226433443
1776.0715,664096.1113127350,5883881.3842098014
1776.1075,664096.5331366316,5883881.3954091035
1776.1502,664097.3535251196,5883881.4195731785
1776.2092,664098.6049451106,5883881.4464555606
1776.2585,664099.4304206190,5883881.5041975221
1776.3175,664101.0993879258,5883881.5888988161
1776.2945,664101.5188313092,5883881.5991263688
1776.3142,664101.9300988932,5883881.6013914878
1776.3372,664103.1763353512,5883881.6092804344
1776.3602,664103.5972246676,5883881.6164399646
1776.3700,664105.2589105651,5883882.5922112679
1776.4028,664105.6957543688,5883882.9405214386
1776.3864,664106.5566905348,5883883.3062334228
1776.3831,664106.9917600558,5883883.5299991872
1776.3733,664107.8891111172,5883883.9836949045
1776.3438,664109.2396530658,5883884.4606873784
1776.2978,664110.1284931668,5883884.6888412200
1776.2683,664111.5187431328,5883885.0850199685
1776.2191,664112.4353264990,5883885.2214841442
1775.3923,664093.4777440344,5883891.3802150115
1775.3497,664092.5599883050,5883892.5267438972
1775.3070,664092.2047689542,5883892.8088791128
1775.2972,664091.8517170236,5883893.0884162029
1775.2184,664090.3888245074,5883894.1300073015
1775.1856,664090.0141462308,5883894.3674957901
1775.1134,664088.8809663110,5883895.0748607870
1775.0741,664088.5052407632,5883895.2900445452
1774.9625,664086.6643609538,5883896.7423764570
1774.8805,664085.5263597594,5883897.6044583134
1774.8247,664084.7449158144,5883898.1609566184
1774.7329,664083.1527104304,5883899.1882172460
1774.7165,664082.7378991342,5883899.3993923320
1774.7033,664082.3271214286,5883899.6200583950
1774.6673,664081.9131068108,5883899.8157838304
1774.6476,664080.6498690676,5883900.3796324208
1774.5623,664078.5129871503,5883901.0513355331
1774.4507,664076.3577413398,5883901.3680001134
1774.3851,664075.0557721708,5883901.5332462331
1774.3851,664074.1916876942,5883901.5693878932
1774.3424,664073.7664478294,5883901.5561807659
1774.3195,664072.4764558470,5883901.5613889406
1774.3260,664072.0441570602,5883901.5193248680
1774.2965,664070.7586327532,5883901.4507531701
1774.2637,664070.3331998216,5883901.4020206649
1774.2834,664069.9059672580,5883901.3666994069
1774.2637,664069.4790705076,5883901.3450851142
1774.2440,664067.7816751108,5883901.1076589180
1774.2342,664067.3632678956,5883901.0573854297
1774.2440,664065.6614106116,5883900.8308305666
1774.2014,664064.8058915548,5883900.7263039844
1774.2014,664064.3853040301,5883900.6809667237
1774.1850,664063.5317374958,5883900.5624776641
1774.1554,664061.4263405220,5883900.2253652401
1774.1029,664059.3078543388,5883899.9278903622
1774.0701,664057.1904966558,5883899.5934884623
1774.0406,664055.0696186416,5883899.3247720590
1774.0144,664052.9432360784,5883899.2287872350
1773.9520,664050.8193717302,5883899.1336688846
1773.9127,664048.6986062702,5883899.0792983836
1773.9028,664046.5693252728,5883899.1190582346
1773.8995,664044.4496439775,5883899.1231828295
1773.9159,664042.3281745644,5883899.1756823100
1773.9684,664040.1965407674,5883899.2175914282
1774.0472,664038.0919142556,5883899.2206747616
1774.1358,664035.9743327260,5883899.1830091560
1774.2670,664033.8672159238,5883899.1726477891
1774.3884,664031.7541511090,5883899.2009433890
1774.5098,664029.6549030727,5883899.1761553669
1774.6771,664027.5548099811,5883899.1368645197
1774.7821,664025.4602965432,5883899.0893031349
1774.9068,664023.3548980186,5883898.9737840863
1774.9888,664021.2455405908,5883898.8583533028
1775.0183,664019.1411918952,5883898.7317375010
1775.0872,664017.0356604336,5883898.5436197473
1775.1134,664014.9280270148,5883898.4463999299
1775.1561,664012.8386572554,5883898.3150657872
1775.2020,664010.7355900708,5883898.1960689602
1775.2250,664008.6240633866,5883898.1362420870
1775.2184,664006.5307398376,5883898.0283806743
1775.2283,664004.4308273790,5883897.9504694259
1775.1856,664002.3262948029,5883897.9017962329
1775.1856,664000.1986329404,5883897.7942112135
1775.2086,663998.0759753814,5883897.8089436581
1775.2250,663995.9742017726,5883897.7678276813
1775.3661,663993.8707229050,5883897.7079483764
1775.4284,663991.7587155186,5883897.7308418183
1775.4875,663989.6498849364,5883897.6882625883
1775.4875,663987.5312587266,5883897.5831076093
1775.4547,663985.4138921828,5883897.5313308667
1775.3169,663983.3139738344,5883897.4614455057
1775.2775,663981.1931583364,5883897.4556495529
1775.2512,663979.0916387528,5883897.3619948328
1775.2086,663976.9714062472,5883897.1782914288
1775.1069,663974.8541574060,5883897.1642693160
1775.0872,663972.7790194694,5883896.9853380835
1775.1266,663970.7103039604,5883896.8774426542
1775.0872,663970.2736519238,5883896.8960333569
1775.1134,663968.6121467468,5883896.8364622761
1775.1495,663966.5219291728,5883896.7495460212
1775.1528,663966.1003511047,5883896.7351374663
1775.1430,663964.3886145494,5883896.6582627706
1775.0970,663962.2511669028,5883896.5093852272
1775.0774,663960.1435097934,5883896.4285564283
1775.1102,663958.0517485538,5883896.3769988036
1775.1331,663955.9048028728,5883896.3196590645
1775.1463,663953.7708280711,5883896.2614274276
1775.1331,663951.6631079864,5883896.2059868500
1775.0708,663949.5558500106,5883896.1546827527
1775.0610,663948.7074284678,5883896.1112138871
1775.0511,663947.4300120302,5883896.0761331972
1775.0019,663945.2956903258,5883896.0398284271
1774.9166,663943.5887772918,5883895.9709201492
1774.9232,663943.1636828262,5883895.9828935349
1774.8838,663941.0084408392,5883895.9348526206
1774.8575,663938.8891635514,5883895.8546381844
1774.7919,663936.7821059852,5883895.8092478281
1774.7197,663934.6547710380,5883895.6960245222
1774.6049,663932.5225266156,5883895.6165945977
1774.4999,663930.3948804648,5883895.5065915519
1774.3949,663928.2638102464,5883895.3927980717
1774.2604,663926.1434982336,5883895.3389426628
1774.1653,663924.0084532484,5883895.2786835004
1774.0964,663921.8705754806,5883895.2463874128
1774.0012,663919.7501442898,5883895.1822870281
1773.9750,663917.6213770030,5883895.0893984661
1773.9291,663915.4899098722,5883895.0676793298
1773.9356,663913.3753212146,5883895.0229327064
1773.9422,663911.2452686072,5883894.9637405621
1773.9487,663909.1121310903,5883894.8947569588
1773.9816,663906.9919762888,5883894.7872471623
1774.0472,663904.8787441025,5883894.7028005095
1774.0767,663902.7746487898,5883894.5883811442
1774.1718,663900.6595204612,5883894.4966341592
1774.2834,663898.5423915824,5883894.4241937706
1774.3884,663896.4371936442,5883894.2694326853
1774.4409,663894.3389645206,5883894.1775977556
1774.4966,663892.2279485044,5883894.1421127915
1774.5459,663890.1350998856,5883894.0811946923
1774.6377,663888.0516918304,5883894.0501063922
1774.7066,663885.9631044364,5883894.0509093804
1774.7657,663883.8647354994,5883893.9356918447
1774.8116,663881.7839482526,5883893.8867692752
1773.3319,663879.5651759278,5883914.2076808335
1773.3549,663879.9999522130,5883914.2498122044
1773.3484,663880.4247449256,5883914.2407179829
1773.3615,663880.8476477270,5883914.2261033449
1773.3877,663882.9893708986,5883914.3006013427
1773.4238,663885.1270169476,5883914.2687380342
1773.4796,663887.2613195964,5883914.1875470374
1773.5715,663889.3865744316,5883914.0159699041
1773.6403,663891.5128588924,5883913.8986538248
1773.7191,663893.6248272459,5883913.8275030991
1773.7978,663895.7437873411,5883913.8186112437
1773.8930,663897.8466297016,5883913.8831026712
1773.9881,663899.9439050326,5883913.9751297021
1774.0997,663902.0416791158,5883914.1349837156
1774.1948,663903.7239538369,5883914.2418951578
1774.2440,663904.1465001422,5883914.2632347783
1774.2736,663904.5654319674,5883914.2922450872
1774.3523,663906.2448625378,5883914.4117535623
1774.4310,663907.9196156090,5883914.4954724573
1774.4540,663908.3369382162,5883914.5637328606
1774.5065,663910.4385986052,5883914.7099165795
1774.5590,663911.2873759132,5883914.7507187286
1774.6082,663912.5444414740,5883914.8396537406
1774.6705,663914.6373110416,5883914.9997910997
1774.6738,663915.0521400440,5883915.0272146650
1774.6738,663916.7270216852,5883915.0816573370
1774.7854,663918.8297781828,5883915.1565101286
1774.8018,663920.9355360222,5883915.2122037262
1774.7460,663921.3424322762,5883915.1931486558
1774.8018,663923.0421574730,5883915.2308499068
1774.7854,663924.7202322946,5883915.2840683395
1774.8215,663925.1454555042,5883915.2820075089
1774.7985,663926.4098255855,5883915.3121829582
1774.7952,663927.2456497502,5883915.3082300648
1774.7722,663929.3522213036,5883915.3499257024
1774.7329,663931.4874411072,5883915.4342441913
1774.7263,663932.7603553248,5883915.4674968952
1774.7197,663933.5958342038,5883915.4677644148
1774.7690,663935.7286227698,5883915.4505665004
1775.0314,663945.4612859880,5883915.8643265693
1775.0117,663946.3035848688,5883915.9887562636
1775.0445,663947.9942289857,5883916.1077718586
1775.0347,663948.4316656956,5883916.0818572808
1774.9560,663950.5490101678,5883916.1987541830
1774.9888,663952.6745678016,5883916.3029053509
1774.9888,663954.7994212646,5883916.3825375130
1775.0380,663955.6501597732,5883916.3914585588
1774.4999,663972.5803017678,5883916.7743428927
1774.4802,663973.8466698610,5883916.8147315336
1774.4573,663974.6919474206,5883916.8480765382
1774.4310,663975.1072080928,5883916.8648309493
1774.4442,663975.9629855114,5883916.9440751495
1774.4277,663977.6407269728,5883916.9795968710
1774.4540,663978.0697151724,5883916.9576273207
1774.4802,663980.2001613190,5883916.9697641665
1774.4606,663980.6270800284,5883916.9848019825
1774.4474,663981.4853316422,5883917.0230454486
1774.4474,663982.3300295840,5883917.0655022748
1774.4310,663982.7570871660,5883917.0686311172
1774.3293,663984.4612935422,5883917.1145241512
1774.3260,663984.8966244288,5883917.1247280212
1774.2604,663986.1784780954,5883917.1750022229
1774.1915,663986.6104487636,5883917.1756270677
1774.2178,663987.0261756058,5883917.2062052228
1774.1259,663988.7200116860,5883917.3299094671
1774.0964,663989.1451838958,5883917.3470038949
1774.0505,663990.8381624118,5883917.4271436892
1773.9881,663991.2513531250,5883917.4456102625
1773.9455,663992.9425368666,5883917.5174499229
1773.8438,663995.0731822534,5883917.5983000379
1773.7585,663997.2005440342,5883917.7124423515
1773.7519,663999.3106391918,5883917.8354596794
1773.7847,664001.4098893672,5883917.8403041977
1773.8306,664003.4985334151,5883917.8788586250
1773.8569,664005.6281835574,5883917.9417528706
1773.9127,664007.7275836618,5883918.0265509849
1773.8995,664009.8209947982,5883918.0943321809
1773.8864,664011.9269764948,5883918.1337056914
1773.8503,664014.0268344468,5883918.2384529775
1773.8241,664016.1191409210,5883918.3208967019
1773.8503,664018.2196747486,5883918.4019524474
1773.9028,664020.3125652662,5883918.4692750489
1773.9586,664022.4097345908,5883918.5820622779
1774.0439,664024.4917713545,5883918.6805262621
1774.1095,664026.5827637642,5883918.7131584054
1774.2506,664028.6713706416,5883918.7567330534
1774.3326,664030.7754003126,5883918.8296742998
1774.3720,664031.6101529950,5883918.8414025884
1774.3982,664032.0321654634,5883918.8293317389
1774.4540,664032.8788157832,5883918.8323367536
1774.4901,664034.1406292995,5883918.8882852532
1774.5196,664034.9700620016,5883918.9144184245
1774.5754,664037.0663389650,5883919.0513434364
1774.6246,664038.7425303868,5883919.0243689725
1774.6344,664039.1623284398,5883919.0182356620
1774.7427,664041.2577170300,5883919.1085899062
1774.8083,664043.3496738736,5883919.1855776627
1774.9461,664045.4480403514,5883919.2790418817
1775.0577,664047.5411942730,5883919.3974927617
1775.1495,664048.8026714354,5883919.4201414529
1775.1463,664049.6342426880,5883919.4523629248
1775.2480,664050.8920322320,5883919.4906970635
1775.3037,664051.7292539150,5883919.5145385489
1775.4415,664053.8195777156,5883919.5608551446
1775.5728,664055.9175259172,5883920.3331804825
1775.6089,664056.3433193556,5883920.7262030514
